CPD_ID	CPD_NAME	mz_row_Statistic	From_mz_row	From_EmpiricalCompound
C00147	Adenine	6.068504910510025	row1694	E374
C06426	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid	5.03703688009154	row5659	E545
C00712	(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid	3.8391073444565333	row7774	E580
vacc	vaccenic acid	4.747251167606731	row5738	E1450
C14826	12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid	3.5586462833305896	row6269	E1526
C00166	Phenylpyruvate	5.531791961107911	row2487	E679
CE2206	24-oxo-1alpha,25-dihydroxyvitamin D3	-4.688721526568331	row10169	E1142
C14748	20-Hydroxyeicosatetraenoic acid	3.7978262673948047	row7006	E1644
C05965	12(S)-HPETE; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoate; 12-Hydroperoxyeicosatetraenoate; 12-Hydroperoxyicosatetraenoate; 12-Hydroperoxyeicosatetraenoic acid; 12-Hydroperoxyicosatetraenoic acid	3.623160982247504	row2610	E765
CE1918	5-hydroxytryptophol	3.3209129980671888	row2856	E834
C01164	Cholesta-5,7-dien-3beta-ol; 7-Dehydrocholesterol; Provitamin D3	3.93549799087633	row8612	E1010
C00712	(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid	5.0973396021653015	row5812	E580
C14827	9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid	4.426399036091382	row2253	E624
C05647	Formyl-5-hydroxykynurenamine	5.016006078447862	row3694	E1113
C02642	N-Carbamoyl-beta-alanine	-3.4461492675827508	row1606	E347
C05647	Formyl-5-hydroxykynurenamine	4.534746507980137	row3673	E1113
C00170	5-Methylthioadenosine	5.897649551679533	row6286	E1530
C17332	7alpha,25-Dihydroxy-4-cholesten-3-one	6.594219761585666	row9401	E1874
ttdcea	tetradecenoate (n-C14:1)	4.22602622331871	row4681	E1200
C17335		3.331103306453284	row9787	E1222
C14825	9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid	4.2843478567151845	row6272	E1526
C05647	Formyl-5-hydroxykynurenamine	3.955152093467667	row4213	E1113
C01074	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc	4.460227317113566	row4555	E1174
C16604	2-Hydroxyiminostilbene	-4.123848550850408	row756	E170
C05350	2-Hydroxy-3-(4-hydroxyphenyl)propenoate; 4-Hydroxy-enol-phenylpyruvate	3.569865313053458	row2928	E856
CE2201	23S,25-dihydroxyvitamin D3	6.686692055525982	row9423	E1874
C05635	5-Hydroxyindoleacetate	5.536385472401456	row3226	E961
C00219	arachidonic acid	4.557888654405602	row6566	E573
C17337	7alpha-Hydroxy-3-oxo-4-cholestenoate	3.331103306453284	row9787	E1142
C03242	(8Z,11Z,14Z)-Icosatrienoic acid; Dihomo-gamma-linolenic acid; (Z,Z,Z)-8,11,14-Eicosatrienoic acid; (Z,Z,Z)-8,11,14-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoate; (Z,Z,Z)-8,11,14-Icosatrienoate; 8,11,14-Eicosatrienoate; 8,11,14-Icosatrienoate	3.958948760977139	row6589	E697
C04751	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	4.506695711216134	row7515	E780
CE5629	1,2-dehydrosalsolinol	3.3209129980671888	row2856	E834
C03242	(8Z,11Z,14Z)-Icosatrienoic acid; Dihomo-gamma-linolenic acid; (Z,Z,Z)-8,11,14-Eicosatrienoic acid; (Z,Z,Z)-8,11,14-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoate; (Z,Z,Z)-8,11,14-Icosatrienoate; 8,11,14-Eicosatrienoate; 8,11,14-Icosatrienoate	4.138749729364969	row7203	E697
CE2203	25-hydroxyvitamin D3-26,23-lactol	-4.688721526568331	row10169	E1142
CE3140		4.769257742485137	row8098	E1782
CE2567	5(S),6(S)-epoxy-15(S)-hydroxy-7E,9E,11Z,13E-eicosatetraenoic acid anion	4.207379820264887	row7316	E1687
C05660	5-Methoxyindoleacetate	5.393989103642594	row4136	E1072
C06429	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid; 4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoic acid	4.138749729364969	row7203	E707
C00217	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid	-3.4228344329025067	row2625	E495
C17332	7alpha,25-Dihydroxy-4-cholesten-3-one	6.686692055525982	row9423	E1874
C05966	15(S)-HPETE; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoic acid; 15-Hydroperoxyeicosatetraenoate; 15-Hydroperoxyicosatetraenoate; 15-Hydroperoxyeicosatetraenoic acid; 15-Hydroperoxyicosatetraenoic acid; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoate	3.623160982247504	row2610	E765
C17336	7alpha,26-Dihydroxy-4-cholesten-3-one	6.686692055525982	row9423	E1874
C04282	1-Pyrroline-4-hydroxy-2-carboxylate	4.365991673825187	row2155	E318
CE5013		5.040482285395977	row6515	E1550
C17333		6.594219761585666	row9401	E1874
CE5925		4.051216222190841	row7888	E840
C06174	Codeine; (5alpha,6alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-ol	-4.055101164449595	row6359	E1533
C05635	5-Hydroxyindoleacetate	6.110790604939488	row3254	E960
CE6027	24,25,26,27-tetranor-23-oxo-hydroxyvitamin D3	3.779704050782125	row8489	E1769
C05635	5-Hydroxyindoleacetate	5.099629471405202	row3227	E960
C00232	Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate	4.163858711999712	row1260	E275
C00712	(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid	4.946863390881305	row5842	E580
CE4839	6,9,12,15,18-all-cis-tetracosapentaenoate	-5.084224047748262	row8464	E1767
C05356	5-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoate	3.623160982247504	row2610	E765
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	5.14941054270163	row3253	E961
C06424	tetradecanoate (n-C14:0)	3.8067083816512137	row6264	E1233
C14748	20-Hydroxyeicosatetraenoic acid	3.89582889150062	row7020	E1644
CE5537		4.051216222190841	row7888	E840
CE5013		4.673908775704853	row6485	E1550
C01595	linoleic acid (all cis C18:2) n-6	4.747251167606731	row5738	E1454
C16545		3.962177640260944	row9200	E1838
C14778	16(R)-HETE; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyeicosa-5,8,11,14-tetraenoic acid; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyicosa-5,8,11,14-tetraenoic acid	3.7978262673948047	row7006	E1644
C00449	N6-(L-1,3-Dicarboxypropyl)-L-lysine; Saccharopine; L-Saccharopine; N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid	3.6943068682406355	row5576	E528
C00637	Indole-3-acetaldehyde	5.393989103642594	row4136	E649
C05176	(S)-N-Methylcoclaurine; (S)-1,2,3,4-Tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol	-4.055101164449595	row6359	E1533
CE2201	23S,25-dihydroxyvitamin D3	6.594219761585666	row9401	E1874
C01165	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde	3.4786787013318596	row2191	E595
C01595	linoleic acid (all cis C18:2) n-6	4.491084507796746	row5765	E1453
C00740	D-Serine	-4.123848550850408	row756	E168
C14768	5,6-EET; (8Z,11Z,14Z)-5,6-Epoxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Epoxyicosa-8,11,14-trienoic acid	3.89582889150062	row7020	E1644
C17331		6.594219761585666	row9401	E1874
C04849	(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoic acid; (5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoate; Hepoxilin A3	3.623160982247504	row2610	E765
C17333		6.686692055525982	row9423	E1874
C16660	2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline; EMDP	-3.627069879165211	row5904	E1396
C07572	Citalopram	3.7565472105795386	row7683	E1653
C06002	(S)-Methylmalonate semialdehyde	4.163858711999712	row1260	E275
C01179	3-(4-Hydroxyphenyl)pyruvate	3.569865313053458	row2928	E856
C00643	5-Hydroxy-L-tryptophan	5.194011229041714	row3954	E1165
