m/z	retention_time	p-value	t-score	custom_id	
84.95788904	658.0283813	0.617329774	0.8374076500259773	M84.957889T658.0284_2	
84.95791676	738.8752136	0.7845416215418259	0.48194875836916357	M84.957917T738.8752_2	
84.98068352	755.3271179	0.7709585540607035	0.5141642727237706	M84.980684T755.3271_4	
84.98109215	770.65802	0.49865010423568773	1.0708896534769206	M84.981092T770.658_2	
84.98087882	657.6322937	0.5708791867020415	0.9290752463222768	M84.980879T657.6323_3	
84.9810326	578.6528015	0.7039897011647575	0.6558921529298292	M84.981033T578.6528_2	
84.98094198	609.6774292	0.27263863513092035	1.6104265374899231	M84.980942T609.6774_3	
84.98082958	738.9883728	0.6213656123667263	0.829724676	M84.98083T738.9884_3	
85.0479917	897.2323303	0.7087227582932536	0.6445754096246565	M85.047992T897.2323	
85.64821014	37.65358353	0.12627130191910127	-2.123638561	M85.64821T37.6536	
85.94547875	765.2353516	0.8440759373936884	0.35821754860176364	M85.945479T765.2354	
85.9632839	755.3106079	0.8636585666687429	-0.313817585	M85.963284T755.3106	
85.96396493	770.6682739	0.9551766995672296	0.1028287355468756	M85.963965T770.6683	
86.00340193	677.1152954	0.015348973571979053	-3.172115449	M86.003402T677.1153_1	
86.05904218	490.473465	0.005462621	3.6173019769475436	M86.059042T490.4735	
86.07503841	99.13270569	0.7172117744713234	0.6266192824934826	M86.075038T99.1327_2	
86.09520653	98.665802	0.48849470409065104	1.0896695777114267	M86.095207T98.6658_3	
86.16166458	99.38185883	0.8272300519191563	0.3925784802408401	M86.161665T99.3819_6	
86.39177575	690.3681335	0.5057688691461788	-1.055518658	M86.391776T690.3681_1	
86.44756782	690.3695068	0.4622238086991315	-1.148083814	M86.447568T690.3695_2	
86.50334722	690.3454895	0.954561346	-0.105219781	M86.503347T690.3455_1	
86.61583703	718.540741	0.001370458	4.145980647	M86.615837T718.5407_1	
86.67161488	718.5085144	0.001660174	4.080287609	M86.671615T718.5085_2	
86.72601401	690.3840332	0.5843182555564117	-0.905523392	M86.726014T690.384_2	
86.83784116	690.3746338	0.7349086080782016	-0.593010117	M86.837841T690.3746_3	
86.95249538	765.8329163	0.3215179617540276	1.4725137661070626	M86.952495T765.8329_2	
86.95192798	684.320282	0.2462566553021791	-1.691559209	M86.951928T684.3203_2	
86.95194619	669.9423523	0.477750118	-1.11081008	M86.951946T669.9424_1	
86.97402803	765.8401184	0.23784495495912264	1.7186549577964718	M86.974028T765.8401_3	
87.0806483	289.0145264	0.7956857561863582	-0.460500122	M87.080648T289.0145	
87.0806146	256.1437988	0.7531701294734288	0.5520314750929252	M87.080615T256.1438	
87.09992089	98.74133301	0.3199189762726788	1.4761039573966692	M87.099921T98.7413_1	
87.10253559	741.96875	0.7346957385893836	-0.593793001	M87.102536T741.9688_3	
87.39820879	730.6128235	0.001453401	-4.121833729	M87.398209T730.6128_2	
87.50937637	730.6193237	0.001806662	-4.03993834	M87.509376T730.6193_1	
87.62105979	730.618927	0.002286141	-3.94150148	M87.62106T730.6189_2	
87.83720082	693.4215088	0.046225477	-2.670888374	M87.837201T693.4215_1	
87.83965166	707.9311523	0.3989145588727294	-1.277848732	M87.839652T707.9312	
87.89308516	693.4025269	0.069343445	-2.456247951	M87.893085T693.4025_2	
87.92421398	4.376561165	0.8706807885991885	0.30150933292961385	M87.924214T4.3766	
87.92422122	28.69461346	0.18490463500503657	1.885475581566833	M87.924221T28.6946	
87.92421781	896.5454407	0.27442396324668084	1.600608448613431	M87.924218T896.5454_1	
87.94469521	774.9021606	0.8838738085440804	0.278124829	M87.944695T774.9022	
87.96040503	766.3030396	0.5376664043952857	-0.994293777	M87.960405T766.303	
87.97168314	765.2761841	0.2010596681014088	1.830388289447376	M87.971683T765.2762	
88.02319086	6.923364639	0.6539133279819755	0.7664873264896606	M88.023191T6.9234	
88.02305951	847.6902466	0.3388877983337329	-1.421632553	M88.02306T847.6902	
88.08392456	655.4265747	0.8350483535321923	-0.379235752	M88.083925T655.4266	
88.08392048	742.7044983	0.9502480645695981	0.11442896754797997	M88.08392T742.7045	
88.08393032	620.9087524	0.979222136	-0.047906115	M88.08393T620.9088	
88.10331697	99.75785065	0.7994233695874512	-0.450378229	M88.103317T99.7579	
88.11222932	748.4206543	0.30382763585928646	1.5202655890055343	M88.112229T748.4207	
88.2875715	711.9592285	0.047209805	-2.661852783	M88.287572T711.9592_1	
88.5249924	6.300973415	0.923545461	0.18122779599704897	M88.524992T6.301	
88.93218432	765.8701172	0.36964592459981976	1.349217002654916	M88.932184T765.8701_1	
88.95268537	609.6204529	0.18808079288171525	1.8745672821731574	M88.952685T609.6205_1	
88.95268996	738.895752	0.34899498510946303	-1.399304513	M88.95269T738.8958	
88.95267794	725.6746216	0.18490463500503657	1.885680856377149	M88.952678T725.6746_1	
88.95271896	755.3226624	0.8014224963191275	0.4444185066458972	M88.952719T755.3227_1	
88.95326683	768.6535034	0.813200235	0.41739188964284035	M88.953267T768.6535	
88.9682975	765.7945557	0.6622145038158226	0.7453710082404083	M88.968297T765.7946_2	
89.00569808	216.5281677	0.001956635	-4.001806428	M89.005698T216.5282	
89.03853922	199.4251709	0.8617678033674986	-0.3190802	M89.038539T199.4252	
89.0925548	103.3702087	0.4078021244709586	-1.255471194	M89.092555T103.3702_1	
89.11401292	103.2779694	0.3665327481921387	-1.357353935	M89.114013T103.278_2	
89.13820401	103.8744659	0.2924833106393255	-1.554002091	M89.138204T103.8745	
89.16999941	683.7893066	0.5989952218504312	-0.875215731	M89.169999T683.7893_1	
89.3926265	684.320282	0.2123792003723465	-1.795510722	M89.392626T684.3203_2	
89.39461904	721.5062866	0.1192769033391285	-2.157086324	M89.394619T721.5063_1	
89.45025895	721.5041504	0.24866695176877118	-1.682524144	M89.450259T721.5042_2	
89.50636639	730.7017822	0.000894054	-4.319200603	M89.506366T730.7018_1	
89.50434033	683.8097229	0.2449909208605908	-1.696087135	M89.50434T683.8097_1	
89.56211388	730.8800354	0.000996912	-4.257242304	M89.562114T730.88_2	
89.72833358	677.2293701	0.056987232	-2.559199658	M89.728334T677.2294_2	
89.84055572	730.531189	0.003380399	-3.806126994	M89.840556T730.5312_3	
89.91690661	775.71875	0.26412167291632266	1.6372570119213286	M89.916907T775.7188	
89.93996416	774.3532715	0.9299060813166172	-0.16816001	M89.939964T774.3533	
89.96094712	766.3792114	0.6564369685292252	0.758294514	M89.960947T766.3792_1	
90.0551104	43.0787735	0.322564169	-1.470203055	M90.05511T43.0788	
90.07952343	616.9274902	0.3732422886877828	1.3396210561985262	M90.079523T616.9275	
90.11874842	103.3037796	0.15877485182293138	-1.986061045	M90.118748T103.3038	
90.7302705	37.66707039	0.5766738180539963	-0.919134191	M90.73027T37.6671_1	
90.90334358	774.2666016	0.8962136463994319	0.2489850604004988	M90.903344T774.2666	
90.92432438	775.7302856	0.32453792293546263	-1.461721029	M90.924324T775.7303	
90.95330738	38.20912552	0.8439282712821574	0.36114275091564046	M90.953307T38.2091_4	
90.94800203	807.3919678	0.1939553085819168	-1.854803118	M90.948002T807.392	
90.97514311	38.28052521	0.676850927	0.7163890055971712	M90.975143T38.2805_5	
91.00036655	38.20912552	0.682661912	0.7028531673247099	M91.000367T38.2091_6	
91.03913544	772.0026245	0.4715454113958167	-1.12637317	M91.039135T772.0026	
91.03913873	828.1632385	0.8576200915889209	0.33141272260055615	M91.039139T828.1632	
91.05390073	162.3660278	0.24223694725249498	1.7049676882347178	M91.053901T162.366	
91.05433373	514.0752869	0.39421374553318983	1.2921276842945713	M91.054334T514.0753	
91.05428518	491.5544586	0.6450449474340522	0.7841146666556534	M91.054285T491.5545	
91.05425586	454.0146484	0.6985396424830509	0.666136287	M91.054256T454.0146	
91.05410662	296.864563	0.7509727666088108	-0.559598051	M91.054107T296.8646	
91.05378766	278.8361816	0.3440554498491709	-1.411398632	M91.053788T278.8362	
91.05427404	781.780365	0.9112925852094942	0.2170566588164653	M91.054274T781.7804	
91.05412153	259.862915	0.6716828601372655	0.7278281538046824	M91.054122T259.8629	
91.05427173	199.4572449	0.6649066865857745	-0.740714864	M91.054272T199.4572	
91.05418009	381.5921936	0.3188646387330108	1.4795475505191413	M91.05418T381.5922	
91.9565782	766.3884888	0.8257151355152514	0.3948338426252592	M91.956578T766.3885	
91.98019831	38.20912552	0.6950580931478273	0.6749571680825527	M91.980198T38.2091	
92.05957714	677.2554932	0.20162734762969273	-1.828526372	M92.059577T677.2555_1	
92.17314717	723.8088989	0.32545835038851967	-1.459011545	M92.173147T723.8089_1	
92.22895311	723.824585	0.6345599447479212	-0.806260076	M92.228953T723.8246_2	
92.50729014	723.8439331	0.005953148	-3.577101508	M92.50729T723.8439_1	
92.61883343	723.8519287	0.059802021813652705	-2.533707317	M92.618833T723.8519_2	
92.81472356	676.0774536	0.7502105735194411	0.5624372822351248	M92.814724T676.0775	
92.90044239	774.4248962	0.7468048022101961	-0.569268151	M92.900442T774.4249	
92.94834088	757.6875	0.5357536558860115	0.9979119717416686	M92.948341T757.6875	
92.96568314	198.8497467	0.14243609338159124	2.058222813235576	M92.965683T198.8497	
92.96570937	38.75666046	0.8410918392686966	0.36602073487088976	M92.965709T38.7567	
92.98110753	38.20912552	0.9093580947809488	0.22219999985967887	M92.981108T38.2091_1	
93.06972734	162.3661118	0.090574428	2.3139270955559628	M93.069727T162.3661_2	
93.20232659	37.65328217	0.010552501085154814	-3.341608808	M93.202327T37.6533_2	
93.9546121	766.4173889	0.21141167334321329	1.7992743666760507	M93.954612T766.4174	
94.95541089	772.295166	0.6296463800444169	-0.814935636	M94.955411T772.2952	
95.00845584	768.4136963	0.8732499476327851	0.2954449260712328	M95.008456T768.4137	
95.08544174	490.4787598	0.4511263668428192	1.1723448806156893	M95.085442T490.4788	
95.08556149	580.9503082	0.40145452125985065	1.2726986160389437	M95.085561T580.9503	
95.17417879	713.2133789	0.2650825672141725	-1.632661343	M95.174179T713.2134	
95.97356581	765.7755127	0.8209627627409793	-0.404414869	M95.973566T765.7755	
96.92194961	40.97187996	0.6419514138635831	-0.792164778	M96.92195T40.9719	
96.93776496	764.7644043	0.39456088987538424	1.2907791523679069	M96.937765T764.7644_1	
96.96065705	4.977481365	0.9599598802627044	0.091361372	M96.960657T4.9775	
96.96077051	30.39990997	0.20719009058049034	1.8132357091387474	M96.960771T30.3999	
96.96068217	838.8963623	0.9915067071138883	-0.023543015	M96.960682T838.8964	
96.96069234	857.2688599	0.634988616	-0.805420174	M96.960692T857.2689	
96.97204983	764.2872314	0.6528291530817243	0.7702843520365257	M96.97205T764.2872	
97.10137187	378.3680725	0.8838738085440804	0.2786181866172421	M97.101372T378.3681	
97.93789854	764.8210144	0.6436282430313216	0.7873752785497955	M97.937899T764.821	
97.9689301	765.7818298	0.2408569620597228	1.708847615913035	M97.96893T765.7818	
98.91889674	40.97027206	0.4865916465732635	-1.093812576	M98.918897T40.9703	
98.93588822	766.3955688	0.41291952974591456	1.244906389	M98.935888T766.3956_1	
98.96119403	766.2935181	0.1117664488304098	2.192551572152044	M98.961194T766.2935_2	
98.96138192	564.7984619	0.080934614	2.3778018731028663	M98.961382T564.7985	
98.9614718	518.6207886	0.00955846	3.3864324421790535	M98.961472T518.6208	
98.97452535	250.5011215	0.9668856231853474	0.075936283	M98.974525T250.5011	
98.97446269	237.1904755	0.9909530069188894	-0.024844223	M98.974463T237.1905	
99.68898426	690.9681396	0.1028004365474385	2.2453293248138086	M99.688984T690.9681	
99.93524507	765.3786621	0.8617678033674986	-0.319794238	M99.935245T765.3787	
99.94816586	765.7640076	0.6158613918138656	0.8423821219865392	M99.948166T765.764_1	
99.96902313	765.977356	0.5926355071218402	-0.888440597	M99.969023T765.9774_2	
100.0245076	34.20717812	0.6144071030286758	0.845983858	M100.024508T34.2072_4	
100.0739359	490.4768372	0.002286141	3.9408646658827697	M100.073936T490.4768	
100.7565662	37.65394211	0.018397286	-3.086502778	M100.756566T37.6539	
100.9314964	765.7897949	0.15079078915069663	2.0213712693566324	M100.931496T765.7898_1	
100.9573046	766.2982178	0.4043649988648672	1.2668030895334252	M100.957305T766.2982_2	
101.0057766	216.639122	0.000330327	-4.695876857	M101.005777T216.6391	
101.0085112	583.1280518	0.9264893213925217	-0.175416351	M101.008511T583.1281	
101.0234454	84.59862518	0.695947317	0.671784802	M101.023445T84.5986	
101.024167	34.17076111	0.5269103468358738	1.0134239319417402	M101.024167T34.1708_3	
101.0711232	43.61058807	0.22687268853153797	-1.753425577	M101.071123T43.6106	
101.0781955	490.4714966	0.4743549243480915	1.1197532388084321	M101.078196T490.4715	
101.0962939	417.6323853	0.7259312205767233	0.6115848490787571	M101.096294T417.6324	
101.9405209	764.8187866	0.8478392140529827	0.34877076206669244	M101.940521T764.8188	
101.9647397	766.3202515	0.729200563	0.6046099689716325	M101.96474T766.3203	
102.0217913	34.20277023	0.676850927	0.7158479270236469	M102.021791T34.2028_2	
102.6889856	683.2084961	0.7956857561863582	-0.45932667	M102.688986T683.2085	
102.9323554	766.3203735	0.8082550469533276	0.4306841435758929	M102.932355T766.3204_1	
102.9478752	766.3955688	0.22544968139713092	1.7580265560702324	M102.947875T766.3956_2	
102.9694121	657.6416931	0.8350483535321923	-0.379430079	M102.969412T657.6417	
102.9693831	484.6726532	0.1526951164484804	2.010675095956505	M102.969383T484.6727	
102.9695487	592.4103088	0.4084034345757076	1.2540556962837324	M102.969549T592.4103	
102.9693175	755.2904053	0.8110839166033766	0.42176755803312127	M102.969318T755.2904_1	
102.9693909	770.6166077	0.9257860734846599	-0.176831282	M102.969391T770.6166	
102.9694008	739.0175781	0.7509528777607192	0.5599714162851724	M102.969401T739.0176	
103.0538516	162.4102936	0.036273713	2.785611553737599	M103.053852T162.4103	
103.0754973	562.5111694	0.6594519317179295	0.7523690565009907	M103.075497T562.5112	
103.0755404	771.6922302	0.6483927460884176	-0.777005715	M103.07554T771.6922	
103.0755342	337.7454834	0.010632129	-3.333634377	M103.075534T337.7455	
103.8012904	474.6496124	0.3313506858937091	1.441562347935087	M103.80129T474.6496_1	
103.9431122	5.625762701	0.15522687572382948	-2.001109188	M103.943112T5.6258	
103.9431167	28.00940228	0.7956857561863582	0.4597964694581865	M103.943117T28.0094	
103.9556527	771.7603455	0.4103066297351351	1.2505052985531604	M103.955653T771.7603	
103.9782483	755.2249756	0.9017921877910707	-0.238423845	M103.978248T755.225	
104.0530714	64.70726013	0.34899498510946303	1.3993276144239497	M104.053071T64.7073_2	
104.0575588	162.3481369	0.027339754	2.9178598844092907	M104.057559T162.3481	
104.0707664	44.23354721	0.05725398	2.5552869814880923	M104.070766T44.2335	
104.1067222	587.9699097	0.9230925353129096	-0.186265072	M104.106722T587.9699	
104.1067376	557.736084	0.9333788483196019	-0.161114658	M104.106738T557.7361	
104.1072968	42.01541901	0.29505312686258134	1.5455931789865929	M104.107297T42.0154_2	
104.1359884	42.01281166	0.4804551594095678	1.1059041638739866	M104.135988T42.0128_4	
104.93436	766.3432617	0.9470987829535666	0.12346096899503076	M104.93436T766.3433_1	
104.9484268	766.4105225	0.9954482554431852	-0.010136229	M104.948427T766.4105_2	
104.9635346	765.9971313	0.7965753575804042	-0.457680944	M104.963535T765.9971_3	
104.9829332	216.5836563	0.000771601	-4.365454267	M104.982933T216.5837	
104.9927205	766.3030396	0.9227118232530355	0.19092676244695092	M104.992721T766.303_4	
105.0034892	34.20207214	0.5942005382705484	0.8838680005351673	M105.003489T34.2021_2	
105.0327302	34.1208725	0.4714251716285606	1.127088451713694	M105.03273T34.1209_3	
105.0334348	506.8949585	7.845602114306208e-05	5.446040573207151	M105.033435T506.895	
105.0336784	435.1977234	0.7844229879412515	-0.48252863	M105.033678T435.1977	
105.0336035	407.34021	0.8947262612297112	-0.25271261	M105.033604T407.3402	
105.1105345	42.01455307	0.32946451412018823	1.4457846455005883	M105.110535T42.0146_2	
105.934994	778.7316284	0.7088812045109638	0.6441254625377713	M105.934994T778.7316	
105.9350694	3.051534057	0.8617678033674986	0.31982962979567764	M105.935069T3.0515	
105.9349715	28.4177494	0.4870450978875366	-1.092676917	M105.934971T28.4177	
105.9540605	771.9215698	0.27514171642768664	-1.598380585	M105.954061T771.9216	
105.9654472	766.5157471	0.17780942585823015	-1.909759843	M105.965447T766.5157	
105.9907199	216.5660172	0.008537743	-3.439062344	M105.99072T216.566	
106.0054913	34.20581436	0.587284561	0.8994110316215695	M106.005491T34.2058	
180	43.67751312	0.001450517	-4.123848551	M106.050043T43.6775	
106.0863873	246.5861511	0.2680087164143025	-1.623747705	M106.086387T246.5862	
106.1929035	723.6842651	0.346314492	-1.405241928	M106.192904T723.6843	
106.9437035	766.3029175	0.6159036586998421	0.8407019727872121	M106.943704T766.3029_1	
106.9639126	564.7839355	0.640481865	0.7945326729888066	M106.963913T564.7839_1	
106.9656331	766.4424744	0.4493977303797404	1.1759403523544105	M106.965633T766.4425_2	
106.9787593	216.4684906	0.000845514	-4.334950885	M106.978759T216.4685	
106.9790993	766.2898254	0.4689699852685315	1.132186033809539	M106.979099T766.2898_3	
106.9938226	767.9332886	0.7458973828080339	-0.571185132	M106.993823T767.9333	
107.0010163	34.20397186	0.571696213	0.9260197304940203	M107.001016T34.204	
107.0284312	769.704834	0.954561346	0.10476264704317519	M107.028431T769.7048	
107.0492621	162.4067726	0.010682906556812567	3.3284364226251784	M107.049262T162.4068	
107.0854862	474.6837311	0.13186750655330118	2.0979284166530174	M107.085486T474.6837	
107.7269666	37.78177643	0.017894706916497673	-3.102387829	M107.726967T37.7818_1	
107.9506846	777.474884	0.4619501239847175	-1.149033885	M107.950685T777.4749	
107.9506057	3.217615604	0.5911201245742308	-0.892069735	M107.950606T3.2176	
107.9505229	809.0067444	0.14924012864632555	2.026516582	M107.950523T809.0067	
107.9600395	758.1365051	0.7119493214182564	0.6390233064977527	M107.960039T758.1365	
107.9716395	766.5598145	0.8478392140529827	-0.34804792	M107.971639T766.5598	
108.3106768	37.65586472	0.024015053974747402	-2.973727876	M108.310677T37.6559_2	
108.9413974	766.5966797	0.8746492709523137	-0.293266005	M108.941397T766.5967_1	
108.9595907	766.5430908	0.084592131	2.351158242	M108.959591T766.5431_2	
108.958445	837.8804932	0.9726575549470959	-0.063846953	M108.958445T837.8805	
109.1014046	404.6580353	0.8108469420385883	-0.423368646	M109.101405T404.658_2	
109.1014035	352.7539368	0.7956857561863582	-0.459362821	M109.101403T352.7539	
109.101404	327.4402466	0.9891312512843786	-0.028246021	M109.101404T327.4402	
109.2968228	474.6140747	0.5298819725435746	1.008468533760517	M109.296823T474.6141	
109.9671902	766.7814026	0.1808865273710349	1.899720951124209	M109.96719T766.7814	
110.1047575	404.6435699	0.7195675396489718	-0.62281877	M110.104757T404.6436	
110.1047485	352.7782288	0.29098817918245745	-1.557834722	M110.104748T352.7782	
110.9570941	766.3756409	0.5621565628878552	-0.945682494	M110.957094T766.3756	
110.9529881	250.78479	0.8687924124002167	-0.305093385	M110.952988T250.7848	
111.0234046	3.713502765	0.5508900689404362	-0.969892719	M111.023405T3.7135	
111.0234116	26.66388988	0.5696077760704421	-0.932237338	M111.023412T26.6639	
111.0810756	162.3288651	0.7506422737105006	-0.561678647	M111.081076T162.3289	
111.1170063	473.6599121	0.004366222	3.696413961153636	M111.117006T473.6599	
111.9685653	765.6359863	0.7349347137576498	0.5924108003664884	M111.968565T765.636	
111.9846226	4.960942745	0.9438731409375677	0.13065459086043277	M111.984623T4.9609	
111.9846162	26.67399597	0.8410918392686966	-0.366502195	M111.984616T26.674	
112.0737278	490.4693604	0.001245278	4.1773056335154655	M112.073728T490.4694	
113.0091494	33.77608681	0.3137436796448359	1.4920873302496906	M113.009149T33.7761	
113.0191128	768.4178467	0.7441869521236327	-0.575637304	M113.019113T768.4178	
113.0227995	62.72234917	0.4894872226888314	-1.087325826	M113.022799T62.7223	
113.0348364	82.35728455	0.050105633	-2.632595869	M113.034836T82.3573_2	
113.0599022	780.3016968	0.8617678033674986	-0.319101362	M113.059902T780.3017	
113.078126	490.4768372	0.000348207	4.677066766350519	M113.078126T490.4768	
