input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row233	E31	row233_M+H[1+];row234_M+H[1+]	C00059	Sulfate	row233	98.97452535	250.5011215	0.9668856231853474	0.075936283	M98.974525T250.5011
row234	E31	row233_M+H[1+];row234_M+H[1+]	C00059	Sulfate	row234	98.97446269	237.1904755	0.9909530069188894	-0.024844223	M98.974463T237.1905
row250	E37	row250_M+H[1+]	C02373	4-Methylpentanal; Isocaproaldehyde; Isohexanal	row250	101.0962939	417.6323853	0.7259312205767233	0.6115848490787571	M101.096294T417.6324
row274	E38	row274_M+H[1+]	C02356;C01026;C00334;C05145;C01205;C03284	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate	row274	104.0707664	44.23354721	0.05725398	2.5552869814880923	M104.070766T44.2335
row340	E43	row340_M+H[1+]	C00106	Uracil	row340	113.0348364	82.35728455	0.050105633	-2.632595869	M113.034836T82.3573_2
row341	E44	row341_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol	row341	113.0599022	780.3016968	0.8617678033674986	-0.319101362	M113.059902T780.3017
row361	E50	row361_M+H[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline	row361	116.0708207	43.95309639	0.1124696091092251	-2.189119141	M116.070821T43.9531_2
row366	E51	row366_M+Na[1+]	C06755	Chloroacetic acid; Chloroethanoic acid	row366	116.9709476	766.3840942	0.083157216	2.361380111	M116.970948T766.3841_2
row390	E52	row390_M+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine	row390	118.0864442	58.0864296	0.8102228097766332	0.4260008453864519	M118.086444T58.0864_3
row391	E53	row391_M+H[1+];row392_M+H[1+];row393_M+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine	row391	118.0863342	830.8361511	0.5206226967113853	-1.024486053	M118.086334T830.8362
row392	E53	row391_M+H[1+];row392_M+H[1+];row393_M+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine	row392	118.0863339	888.6136475	0.5298819725435746	1.0084385529983846	M118.086334T888.6136
row393	E53	row391_M+H[1+];row392_M+H[1+];row393_M+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine	row393	118.0864733	778.0063171	0.3989145588727294	-1.277734969	M118.086473T778.0063
row419	E59	row419_M+H[1+]	C05519;C00188	L-Allo-threonine$L-Threonine	row419	120.0658681	162.3431625	0.37141583194304156	1.3454063053328664	M120.065868T162.3432_4
row420	E58	row420_M+H[1+];row675_M+Na[1+]	C05519;C00188	L-Allo-threonine$L-Threonine	row420	120.0656746	43.18729401	0.8700415347574554	-0.302527704	M120.065675T43.1873
row438	E63	row438_M+H[1+];row440_M+H[1+];row443_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde	row438	121.0648461	529.2504883	0.061185257543385774	2.5240295314439054	M121.064846T529.2505
row439	E62	row439_M+H[1+];row444_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde	row439	121.0648483	462.7385864	0.8372171698471362	-0.375375741	M121.064848T462.7386
row440	E63	row438_M+H[1+];row440_M+H[1+];row443_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde	row440	121.0648739	553.0527344	0.31152275663635504	1.4980566760554948	M121.064874T553.0527
row441	E64	row441_M+H[1+];row442_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde	row441	121.0649816	779.9887695	0.31537359056923747	-1.487123622	M121.064982T779.9888
row442	E64	row441_M+H[1+];row442_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde	row442	121.0653091	827.7201233	0.9716201196591737	-0.06572277	M121.065309T827.7201
row443	E63	row438_M+H[1+];row440_M+H[1+];row443_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde	row443	121.064914	513.0128479	0.6704745599211999	0.7311528187761728	M121.064914T513.0128
row444	E62	row439_M+H[1+];row444_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde	row444	121.0650117	441.8263092	0.6762004470694103	0.7186088126831723	M121.065012T441.8263
row458	E65	row458_M+H[1+];row467_M(C13)+H[1+]	C00180;C00633	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde	row458	123.0442692	80.84375	0.49516034175102924	1.0765469098172824	M123.044269T80.8438_2
row467	E65	row458_M+H[1+];row467_M(C13)+H[1+]	C00180;C00633	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde	row467	124.0478536	80.84375	0.2979645263806046	1.535761198181306	M124.047854T80.8438
row498	E70	row498_M+Na[1+]	C05984;C01089;C03197;C06001;C00989	2-Hydroxybutyrate$(R)-3-Hydroxybutanoate; (R)-3-Hydroxybutanoic acid; (R)-3-Hydroxybutyric acid$(S)-3-Hydroxybutanoate$(S)-3-Hydroxyisobutyrate$4-Hydroxybutanoic acid; 4-Hydroxybutanoate; 4-Hydroxybutyric acid	row498	127.035382	766.7235413	0.4441605670772019	-1.185370507	M127.035382T766.7235
row500	E74	row500_M+H[1+]	C00178;C02835	Thymine$Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate	row500	127.0499343	145.6755676	0.6761033501271951	-0.719341544	M127.049934T145.6756
row512	E75	row512_M[1+];row788_M+Na[1+]	C00906	5,6-Dihydrothymine	row512	128.0587253	34.21027756	0.5355431544108075	0.9985524675242873	M128.058725T34.2103_6
row536	E76	row536_M+H[1+];row537_M+H[1+]	C00906	5,6-Dihydrothymine	row536	129.065978	108.7408524	0.8123025530144102	0.4192392786264697	M129.065978T108.7409
row537	E76	row536_M+H[1+];row537_M+H[1+]	C00906	5,6-Dihydrothymine	row537	129.0661015	95.10933685	0.048030427685887486	2.650143063728371	M129.066101T95.1093
row548	E79	row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row548	130.0501238	45.79685211	0.9729654169585087	-0.061636545	M130.050124T45.7969
row549	E79	row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row549	130.0501401	76.68104553	0.9153000510090695	-0.208902421	M130.05014T76.681
row562	E79	row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row562	131.0534911	44.33172989	0.6043322964215226	-0.866488932	M131.053491T44.3317
row563	E79	row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row563	131.0538839	76.70795822	0.7454537397809847	-0.572284937	M131.053884T76.708
row564	E86	row564_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate	row564	131.0706905	199.4371185	0.36443364513004006	-1.362546845	M131.070691T199.4371
row609	E95	row609_M+H[1+]	C00149	L-Malate	row609	135.0279871	64.74729919	0.23724579999340167	1.7214697968235957	M135.027987T64.7473
row617	E97	row617_M+Na[1+]	C00320	Thiosulfate	row617	135.9265828	774.5484009	0.7520613442782168	0.55387183	M135.926583T774.5484
row625	E98	row625_M+H[1+];row635_M(C13)+H[1+]	C02505	2-Phenylacetamide	row625	136.0759569	80.8609314	0.43040596372306766	1.211268113541643	M136.075957T80.8609_3
row634	E103	row634_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde	row634	137.0599441	80.83626556	0.2837724938584118	1.5776008646446296	M137.059944T80.8363_1
row635	E98	row625_M+H[1+];row635_M(C13)+H[1+]	C02505	2-Phenylacetamide	row635	137.0799983	80.91043091	0.3935055078196323	1.2940030831701455	M137.079998T80.9104_2
row638	E101	row638_M+H[1+]	C06078;C00521;C06099	$(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene$(+)-Limonene; (+)-(R)-Limonene; (+)-(4R)-Limonene	row638	137.1327188	575.7523193	0.000355912	4.662505546059164	M137.132719T575.7523
row639	E100	row639_M+H[1+]	C06078;C00521;C06099	$(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene$(+)-Limonene; (+)-(R)-Limonene; (+)-(4R)-Limonene	row639	137.1327572	463.2609253	0.004506577	3.6818074475194655	M137.132757T463.2609_2
row648	E106	row648_M+H[1+]	C05585;C00156	Gentisate aldehyde$4-Hydroxybenzoate	row648	139.0403221	436.4421387	0.815262108	-0.414491196	M139.040322T436.4421
row674	E113	row674_M+H[1+]	C00346	Ethanolamine phosphate	row674	142.0249853	48.43296432	0.004253186	-3.709612847	M142.024985T48.433
row675	E5	row33_M+H[1+];row675_M+HCOONa[1+]	C01888;C05665	Aminoacetone$beta-Aminopropion aldehyde	row675	142.0478539	42.6430645	0.8285735830837124	-0.38994068	M142.047854T42.6431
row675	E58	row420_M+H[1+];row675_M+Na[1+]	C05519;C00188	L-Allo-threonine$L-Threonine	row675	142.0478539	42.6430645	0.8285735830837124	-0.38994068	M142.047854T42.6431
row714	E117	row714_M+H[1+]	C05543	3-Dehydroxycarnitine	row714	146.1178098	44.15478897	0.23769385116633263	-1.719922644	M146.11781T44.1548
row727	E123	row727_M+H[1+]	C05851		row727	147.0429688	503.791687	0.000333714	4.690230336873726	M147.042969T503.7917
row728	E122	row728_M+H[1+]	C05851		row728	147.0443131	80.84344482	0.4558311366471567	1.1640716388671548	M147.044313T80.8434_1
row729	E125	row729_M+H[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate	row729	147.0654255	474.6605682	0.2571650712621401	1.6579187302754843	M147.065426T474.6606
row731	E126	row731_M+H[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate	row731	147.0654273	601.8018494	0.9246317900475284	-0.179651641	M147.065427T601.8018_1
row732	E127	row732_M+H[1+];row733_M+H[1+];row749_M(C13)+H[1+];row977_M+Na[1+]	C00064;C05100;C00819	L-Glutamine$3-Ureidoisobutyrate$D-Glutamine; D-2-Aminoglutaramic acid	row732	147.0763524	62.19918251	0.7781104076568801	0.49445114017016506	M147.076352T62.1992_1
row733	E127	row732_M+H[1+];row733_M+H[1+];row749_M(C13)+H[1+];row977_M+Na[1+]	C00064;C05100;C00819	L-Glutamine$3-Ureidoisobutyrate$D-Glutamine; D-2-Aminoglutaramic acid	row733	147.0764731	43.29953384	0.069615699	-2.453940863	M147.076473T43.2995
row736	E12	row33_M+2H[2+];row736_M+H[1+];row750_M(C13)+H[1+];row978_M+Na[1+]	C00047	L-Lysine	row736	147.1130476	36.6283493	0.8257151355152514	-0.394582141	M147.113048T36.6283_2
row749	E127	row732_M+H[1+];row733_M+H[1+];row749_M(C13)+H[1+];row977_M+Na[1+]	C00064;C05100;C00819	L-Glutamine$3-Ureidoisobutyrate$D-Glutamine; D-2-Aminoglutaramic acid	row749	148.0800241	43.61069679	0.1608411674741469	-1.977993833	M148.080024T43.6107
row750	E12	row33_M+2H[2+];row736_M+H[1+];row750_M(C13)+H[1+];row978_M+Na[1+]	C00047	L-Lysine	row750	148.1170293	36.55429077	0.9078162850429822	-0.225439171	M148.117029T36.5543
row788	E75	row512_M[1+];row788_M+Na[1+]	C00906	5,6-Dihydrothymine	row788	151.0481229	42.63454437	0.11075429323483282	-2.199212416	M151.048123T42.6345
row789	E142	row789_M+H[1+]	C02646	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol	row789	151.075627	380.9385223	0.49157496510450366	-1.082440921	M151.075627T380.9385
row802	E146	row802_M+Na[1+]	C07649	5-FU; Fluorouracil; 5-Fluorouracil	row802	153.0065361	34.179636	0.6037538659099321	0.8677127860716403	M153.006536T34.1796_1
row803	E85	row803_M+Na[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate	row803	153.0524865	38.7723484	0.7509727666088108	-0.556794965	M153.052487T38.7723
row804	E147	row804_M+H[1+];row812_M(C13)+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate	row804	153.0540494	263.0335083	0.6565265936403728	-0.757630148	M153.054049T263.0335
row811	E149	row1995_M+H[1+];row811_M+H+Na[2+]	C01762	Xanthosine	row811	154.0350631	33.62075424	0.3957606161958847	1.287873633471287	M154.035063T33.6208
row812	E147	row804_M+H[1+];row812_M(C13)+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate	row812	154.0586184	263.0867157	0.3783000022269864	1.3296889863298864	M154.058618T263.0867
row812	E150	row812_M+Na[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row812	154.0586184	263.0867157	0.3783000022269864	1.3296889863298864	M154.058618T263.0867
row819	E87	row819_M+Na[1+]	C02642;C00152	N-Carbamoyl-beta-alanine$L-Asparagine	row819	155.0429876	43.13422775	0.047998918816515745	-2.650846355	M155.042988T43.1342
row822	E156	row822_M+H[1+]	CE2577		row822	155.1069182	434.2286377	0.24950494032780166	-1.679309945	M155.106918T434.2286
row823	E155	row823_M+H[1+];row830_M(C13)+H[1+]	CE2577		row823	155.1069152	382.739624	0.3254768470894692	-1.458398139	M155.106915T382.7396
row829	E152	row829_M+H[1+]	C00135	L-Histidine	row829	156.0768806	60.79345703	0.008653628	-3.428645218	M156.076881T60.7935
row830	E155	row823_M+H[1+];row830_M(C13)+H[1+]	CE2577		row830	156.1103495	382.8119507	0.2290573947775844	-1.747492927	M156.110349T382.812
row861	E165	row861_M+Na[1+]	C05650	Tetrahydropteridine; 5,6,7,8-Tetrahydropteridine	row861	159.0652808	320.480896	0.004115792	-3.723705028	M159.065281T320.4809
row862	E164	row862_M+Na[1+]	C05650	Tetrahydropteridine; 5,6,7,8-Tetrahydropteridine	row862	159.0654996	208.4185791	0.18808079288171525	-1.874582047	M159.0655T208.4186
row872	E166	row872_M+H[1+];row883_M(C13)+H[1+]	C00637	Indole-3-acetaldehyde	row872	160.0757204	199.983902	0.5093768672005524	-1.047934997	M160.07572T199.9839
row873	E167	row873_M+H[1+]	C00637	Indole-3-acetaldehyde	row873	160.0759765	381.0351896	0.667013809	-0.738035229	M160.075976T381.0352
row874	E168	row874_M+H[1+]	C03087	5-Acetamidopentanoate	row874	160.0954989	199.419281	0.6787074289629529	-0.712501218	M160.095499T199.4193
row882	E170	row882_M+H[1+]	C00322	2-Oxoadipate	row882	161.0447191	850.0327759	0.3241407150175619	1.4638011504727086	M161.044719T850.0328
row883	E166	row872_M+H[1+];row883_M(C13)+H[1+]	C00637	Indole-3-acetaldehyde	row883	161.0792748	199.4473724	0.4078021244709586	-1.255498049	M161.079275T199.4474
row928	E180	row2145_M+H[1+];row928_M+H+Na[2+]	C00219	arachidonic acid	row928	164.1180589	43.25522041	0.4894895293401499	1.0865540905766848	M164.118059T43.2552_2
row934	E182	row934_M+H[1+]	C05838;C00811;C02763;C00166	cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate$Phenylpyruvate	row934	165.0549293	80.90288162	0.3612793030266442	1.3726131995990922	M165.054929T80.9029_2
row935	E183	row935_M+H[1+]	C01019	6-Deoxy-L-galactose; L-Fucose	row935	165.0761102	336.1895447	0.8925260391037133	-0.256692687	M165.07611T336.1895
row949	E192	row949_M+H[1+];row962_M(C13)+H[1+]	C00079;CE2172	L-Phenylalanine$	row949	166.0865078	162.4150543	0.052684637	2.598732354162815	M166.086508T162.4151_6
row950	E193	row950_M+H[1+]	peracd	Perillic acid	row950	166.0986213	470.6385193	0.9951409129270432	0.013485739739622114	M166.098621T470.6385
row952	E195	row952_M+Na[1+]	C15853	Dehydrospermidine	row952	166.1303818	162.3553696	0.2646327186950457	1.6341241609615886	M166.130382T162.3554_8
row956	E189	row956_M+H[1+]	3spyr	3-Sulfopyruvate	row956	166.9656053	155.7923431	0.4870450978875366	-1.092867753	M166.965605T155.7923_1
row957	E190	row957_M+H[1+]	3spyr	3-Sulfopyruvate	row957	166.9656668	336.2425232	0.000115086	-5.169754946	M166.965667T336.2425
row961	E198	row961_M+H[1+];row970_M(C13)+H[1+]	C05581	3-Methoxy-4-hydroxyphenylacetaldehyde	row961	167.0703891	466.5127258	0.3145428845755791	1.4888071712646396	M167.070389T466.5127_2
row962	E192	row949_M+H[1+];row962_M(C13)+H[1+]	C00079;CE2172	L-Phenylalanine$	row962	167.0898183	162.4102936	0.046225477	2.670758229014764	M167.089818T162.4103_2
row966	E201	row1176_M+Na[1+];row966_M[1+]	C05528	3-Sulfopyruvate; 3-Sulfopyruvic acid	row966	167.9719218	785.0615845	0.8880394480512086	0.2664512940170108	M167.971922T785.0616
row970	E198	row961_M+H[1+];row970_M(C13)+H[1+]	C05581	3-Methoxy-4-hydroxyphenylacetaldehyde	row970	168.0738307	466.583313	0.258503208	1.6541142051052664	M168.073831T466.5833
row970	E202	row970_M+Na[1+]	C01035	4-Guanidinobutanoate	row970	168.0738307	466.583313	0.258503208	1.6541142051052664	M168.073831T466.5833
row971	E203	row971_M[1+];row979_M+H[1+]	C00534	Pyridoxamine	row971	168.0909481	162.5963745	0.036458055	2.7833778383034455	M168.090948T162.5964
row972	E200	row972_M+H[1+]	C05528	3-Sulfopyruvate; 3-Sulfopyruvic acid	row972	168.9806291	765.869873	0.6773240771410551	0.7148899995145822	M168.980629T765.8699
row973	E204	row973_M+Na[1+]	C00026	2-Oxoglutarate	row973	169.010202	773.9793091	0.7665114461628457	0.5236367286344811	M169.010202T773.9793
row975	E205	row975_M+H[1+]	C00366	Urate	row975	169.0359034	62.65022087	0.005953148	-3.578454833	M169.035903T62.6502_5
row976	E124	row976_M+Na[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate	row976	169.0474646	248.1288757	0.6855937952906499	-0.697350783	M169.047465T248.1289
row977	E127	row732_M+H[1+];row733_M+H[1+];row749_M(C13)+H[1+];row977_M+Na[1+]	C00064;C05100;C00819	L-Glutamine$3-Ureidoisobutyrate$D-Glutamine; D-2-Aminoglutaramic acid	row977	169.0584039	42.57835007	0.20241776638490336	-1.826043781	M169.058404T42.5784
row978	E12	row33_M+2H[2+];row736_M+H[1+];row750_M(C13)+H[1+];row978_M+Na[1+]	C00047	L-Lysine	row978	169.0949108	38.20912552	0.7570211543996864	-0.545674843	M169.094911T38.2091_2
row979	E203	row971_M[1+];row979_M+H[1+]	C00534	Pyridoxamine	row979	169.0967342	167.6165924	0.4564789581115535	1.162113444496007	M169.096734T167.6166
row985	E209	row985_M+H[1+]	C00506	L-Cysteate	row985	170.0124552	774.7200928	0.911277419	0.21799772154690808	M170.012455T774.7201_2
row986	E210	row986_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde	row986	170.0407852	62.65639496	0.008779164	-3.422834433	M170.040785T62.6564
row1031	E145	row1031_M+Na[1+]	C01119	Oxidized dithiothreitol	row1031	174.98671	765.7876282	0.9227118232530355	0.19105375723642432	M174.98671T765.7876
row1032	E221	row1032_M+H[1+]	C00850	Aryl sulfate	row1032	175.0055225	237.6480103	0.9758366524416625	-0.054787788	M175.005523T237.648
row1042	E225	row1042_M+H[1+];row1253_M+Na[1+]	C00327	L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline	row1042	176.1032534	43.58344269	0.16738677578707892	-1.95131049	M176.103253T43.5834
row1053	E151	row1053_M+Na[1+]	C00135	L-Histidine	row1053	178.0590486	41.2218132	0.016994654853032348	-3.12346918	M178.059049T41.2218
row1069	E230	row1069_M+Na[1+]	C02220	2-Aminomuconate	row1069	180.0285659	773.5177002	0.6564369685292252	-0.758958077	M180.028566T773.5177
row1073	E20	row1073_M+H[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C13747;C07480;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$1,7-Dimethylxanthine; Paraxanthine$$alpha-D-Galactose$D-Mannose	row1073	181.0713962	346.8885498	0.32258697855930524	-1.469578134	M181.071396T346.8885
row1073	E25	row1073_M+Na[1+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine	row1073	181.0713962	346.8885498	0.32258697855930524	-1.469578134	M181.071396T346.8885
row1091	E235	row1091_M+H[1+];row1097_M(C13)+H[1+]	C00082;CE2174	L-Tyrosine$	row1091	182.0815107	80.90288162	0.42395671729416945	1.2229135502748667	M182.081511T80.9029_5
row1096	E169	row1096_M+Na[1+]	C00322	2-Oxoadipate	row1096	183.0270183	773.8126831	0.7573722450187906	0.5441794182900929	M183.027018T773.8127_3
row1097	E235	row1091_M+H[1+];row1097_M(C13)+H[1+]	C00082;CE2174	L-Tyrosine$	row1097	183.0848232	80.90106964	0.35887315484105753	1.3776461945178082	M183.084823T80.9011_2
row1097	E238	row1097_M+H[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol	row1097	183.0848232	80.90106964	0.35887315484105753	1.3776461945178082	M183.084823T80.9011_2
row1118	E29	row1118_M+Na[1+]	C05172	Selenophosphate	row1118	184.8892246	35.9954071	0.8713150218225929	0.3002146651817685	M184.889225T35.9954
row1120	E242	row1120_M+H[1+]	C03232	3-Phosphohydroxypyruvate	row1120	184.9863726	5.547974586	0.6991090053051331	0.6652188996556849	M184.986373T5.548_2
row1121	E243	row1121_M+H[1+]	C03232	3-Phosphohydroxypyruvate	row1121	184.9862132	28.58067894	0.9540300842249579	0.10671990137919904	M184.986213T28.5807
row1159	E254	row1159_M+Na[1+];row1160_M+Na[1+]	C16614	6-Methylmercaptopurine	row1159	189.0209569	250.7738724	0.7520613442782168	0.5541214513645492	M189.020957T250.7739
row1160	E254	row1159_M+Na[1+];row1160_M+Na[1+]	C16614	6-Methylmercaptopurine	row1160	189.021129	237.4013367	0.5259018674301934	1.0157036488270055	M189.021129T237.4013_1
row1165	E257	row1165_M+H[1+]	C02727	N6-Acetyl-L-lysine	row1165	189.1236885	58.65750885	0.051402853	-2.614860487	M189.123688T58.6575
row1176	E201	row1176_M+Na[1+];row966_M[1+]	C05528	3-Sulfopyruvate; 3-Sulfopyruvic acid	row1176	190.9632545	784.7271729	0.6709624993499791	-0.730273781	M190.963254T784.7272
row1180	E206	row1180_M+Na[1+]	C00366	Urate	row1180	191.0180368	197.1094208	0.4205168251702953	-1.23043694	M191.018037T197.1094_1
row1180	E262	row1180_M+H[1+];row1197_M(C13)+H[1+]	C05379	Oxalosuccinate; Oxalosuccinic acid	row1180	191.0180368	197.1094208	0.4205168251702953	-1.23043694	M191.018037T197.1094_1
row1181	E266	row1181_M+H[1+]	CE1562	5,6-indolequinone-2-carboxylate	row1181	191.0230009	755.3957825	0.5101439445596315	1.0445069227688082	M191.023001T755.3958
row1182	E264	row1182_M+H[1+]	CE1562	5,6-indolequinone-2-carboxylate	row1182	191.023001	153.9790192	0.647004642	0.7807550783124986	M191.023001T153.979
row1184	E269	row1184_M+Na[1+]	CE3087	beta-carboline	row1184	191.0590473	379.7924652	0.2658174650299104	-1.630667039	M191.059047T379.7925
row1189	E275	row1189_M+H[1+]	C06212	N-Methylserotonin	row1189	191.1171042	196.4951706	0.073083982	-2.42983019	M191.117104T196.4952_2
