input_row,EID,str_row_ion,compound_names,input_row.1,m/z,retention_time,p_value,statistic,CompoundID_from_user,compound
row274,E38,row274_M+H[1+],"(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate",row274,104.0707664,44.23354721,0.05725398,2.5552869814880923,M104.070766T44.2335,C02356
row274,E38,row274_M+H[1+],"(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate",row274,104.0707664,44.23354721,0.05725398,2.5552869814880923,M104.070766T44.2335,C01026
row274,E38,row274_M+H[1+],"(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate",row274,104.0707664,44.23354721,0.05725398,2.5552869814880923,M104.070766T44.2335,C00334
row274,E38,row274_M+H[1+],"(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate",row274,104.0707664,44.23354721,0.05725398,2.5552869814880923,M104.070766T44.2335,C05145
row274,E38,row274_M+H[1+],"(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate",row274,104.0707664,44.23354721,0.05725398,2.5552869814880923,M104.070766T44.2335,C01205
row274,E38,row274_M+H[1+],"(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate",row274,104.0707664,44.23354721,0.05725398,2.5552869814880923,M104.070766T44.2335,C03284
row297,E42,row297_M+H[1+],L-Serine$D-Serine,row297,106.0500435,43.67751312,0.001450517,-4.123848551,M106.050043T43.6775,C00065
row297,E42,row297_M+H[1+],L-Serine$D-Serine,row297,106.0500435,43.67751312,0.001450517,-4.123848551,M106.050043T43.6775,C00740
row297,E43,row1542_M+Na[1+];row297_M(C13)+2H[2+],2-Hydroxyiminostilbene,row297,106.0500435,43.67751312,0.001450517,-4.123848551,M106.050043T43.6775,C16604
row340,E48,row340_M+H[1+],Uracil,row340,113.0348364,82.35728455,0.050105633,-2.632595869,M113.034836T82.3573_2,C00106
row341,E49,row341_M+H[1+],"trans-1,2-Dihydrobenzene-1,2-diol",row341,113.0599022,780.3016968,0.8617678033674986,-0.319101362,M113.059902T780.3017,C04221
row361,E55,row361_M+H[1+],acetamidopropanal$D-Proline$L-Proline,row361,116.0708207,43.95309639,0.1124696091092251,-2.189119141,M116.070821T43.9531_2,CE4788
row361,E55,row361_M+H[1+],acetamidopropanal$D-Proline$L-Proline,row361,116.0708207,43.95309639,0.1124696091092251,-2.189119141,M116.070821T43.9531_2,C00763
row361,E55,row361_M+H[1+],acetamidopropanal$D-Proline$L-Proline,row361,116.0708207,43.95309639,0.1124696091092251,-2.189119141,M116.070821T43.9531_2,C00148
row366,E56,row366_M+Na[1+],Chloroacetic acid; Chloroethanoic acid,row366,116.9709476,766.3840942,0.083157216,2.361380111,M116.970948T766.3841_2,C06755
row390,E57,row390_M+H[1+],Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine,row390,118.0864442,58.0864296,0.8102228097766332,0.4260008453864519,M118.086444T58.0864_3,C00719
row390,E57,row390_M+H[1+],Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine,row390,118.0864442,58.0864296,0.8102228097766332,0.4260008453864519,M118.086444T58.0864_3,C00431
row390,E57,row390_M+H[1+],Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine,row390,118.0864442,58.0864296,0.8102228097766332,0.4260008453864519,M118.086444T58.0864_3,C00183
row391,E58,row391_M+H[1+];row392_M+H[1+];row393_M+H[1+],Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine,row391,118.0863342,830.8361511,0.5206226967113853,-1.024486053,M118.086334T830.8362,C00719
row391,E58,row391_M+H[1+];row392_M+H[1+];row393_M+H[1+],Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine,row391,118.0863342,830.8361511,0.5206226967113853,-1.024486053,M118.086334T830.8362,C00431
row391,E58,row391_M+H[1+];row392_M+H[1+];row393_M+H[1+],Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine,row391,118.0863342,830.8361511,0.5206226967113853,-1.024486053,M118.086334T830.8362,C00183
row392,E58,row391_M+H[1+];row392_M+H[1+];row393_M+H[1+],Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine,row392,118.0863339,888.6136475,0.5298819725435746,1.0084385529983846,M118.086334T888.6136,C00719
row392,E58,row391_M+H[1+];row392_M+H[1+];row393_M+H[1+],Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine,row392,118.0863339,888.6136475,0.5298819725435746,1.0084385529983846,M118.086334T888.6136,C00431
row392,E58,row391_M+H[1+];row392_M+H[1+];row393_M+H[1+],Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine,row392,118.0863339,888.6136475,0.5298819725435746,1.0084385529983846,M118.086334T888.6136,C00183
row393,E58,row391_M+H[1+];row392_M+H[1+];row393_M+H[1+],Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine,row393,118.0864733,778.0063171,0.3989145588727294,-1.277734969,M118.086473T778.0063,C00719
row393,E58,row391_M+H[1+];row392_M+H[1+];row393_M+H[1+],Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine,row393,118.0864733,778.0063171,0.3989145588727294,-1.277734969,M118.086473T778.0063,C00431
row393,E58,row391_M+H[1+];row392_M+H[1+];row393_M+H[1+],Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine,row393,118.0864733,778.0063171,0.3989145588727294,-1.277734969,M118.086473T778.0063,C00183
row419,E64,row419_M+H[1+],L-Allo-threonine$L-Threonine,row419,120.0658681,162.3431625,0.3714158319430415,1.3454063053328664,M120.065868T162.3432_4,C05519
row419,E64,row419_M+H[1+],L-Allo-threonine$L-Threonine,row419,120.0658681,162.3431625,0.3714158319430415,1.3454063053328664,M120.065868T162.3432_4,C00188
row420,E63,row420_M+H[1+];row675_M+Na[1+],L-Allo-threonine$L-Threonine,row420,120.0656746,43.18729401,0.8700415347574554,-0.302527704,M120.065675T43.1873,C05519
row420,E63,row420_M+H[1+];row675_M+Na[1+],L-Allo-threonine$L-Threonine,row420,120.0656746,43.18729401,0.8700415347574554,-0.302527704,M120.065675T43.1873,C00188
row438,E68,row438_M+H[1+];row440_M+H[1+];row443_M+H[1+],Phenylacetaldehyde; alpha-Tolualdehyde,row438,121.0648461,529.2504883,0.0611852575433857,2.5240295314439054,M121.064846T529.2505,C00601
row439,E67,row439_M+H[1+];row444_M+H[1+],Phenylacetaldehyde; alpha-Tolualdehyde,row439,121.0648483,462.7385864,0.8372171698471362,-0.375375741,M121.064848T462.7386,C00601
row440,E68,row438_M+H[1+];row440_M+H[1+];row443_M+H[1+],Phenylacetaldehyde; alpha-Tolualdehyde,row440,121.0648739,553.0527344,0.311522756636355,1.4980566760554948,M121.064874T553.0527,C00601
row441,E69,row441_M+H[1+];row442_M+H[1+],Phenylacetaldehyde; alpha-Tolualdehyde,row441,121.0649816,779.9887695,0.3153735905692374,-1.487123622,M121.064982T779.9888,C00601
row442,E69,row441_M+H[1+];row442_M+H[1+],Phenylacetaldehyde; alpha-Tolualdehyde,row442,121.0653091,827.7201233,0.9716201196591736,-0.06572277,M121.065309T827.7201,C00601
row443,E68,row438_M+H[1+];row440_M+H[1+];row443_M+H[1+],Phenylacetaldehyde; alpha-Tolualdehyde,row443,121.064914,513.0128479,0.6704745599211999,0.7311528187761728,M121.064914T513.0128,C00601
row444,E67,row439_M+H[1+];row444_M+H[1+],Phenylacetaldehyde; alpha-Tolualdehyde,row444,121.0650117,441.8263092,0.6762004470694103,0.7186088126831723,M121.065012T441.8263,C00601
row458,E70,row458_M+H[1+];row467_M(C13)+H[1+],Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde,row458,123.0442692,80.84375,0.4951603417510292,1.0765469098172824,M123.044269T80.8438_2,C00180
row458,E70,row458_M+H[1+];row467_M(C13)+H[1+],Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde,row458,123.0442692,80.84375,0.4951603417510292,1.0765469098172824,M123.044269T80.8438_2,C00633
row467,E70,row458_M+H[1+];row467_M(C13)+H[1+],Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde,row467,124.0478536,80.84375,0.2979645263806046,1.535761198181306,M124.047854T80.8438,C00180
row467,E70,row458_M+H[1+];row467_M(C13)+H[1+],Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde,row467,124.0478536,80.84375,0.2979645263806046,1.535761198181306,M124.047854T80.8438,C00633
row498,E75,row498_M+Na[1+],2-Hydroxybutyrate$(R)-3-Hydroxybutanoate; (R)-3-Hydroxybutanoic acid; (R)-3-Hydroxybutyric acid$(S)-3-Hydroxybutanoate$(S)-3-Hydroxyisobutyrate$4-Hydroxybutanoic acid; 4-Hydroxybutanoate; 4-Hydroxybutyric acid,row498,127.035382,766.7235413,0.4441605670772019,-1.185370507,M127.035382T766.7235,C05984
row498,E75,row498_M+Na[1+],2-Hydroxybutyrate$(R)-3-Hydroxybutanoate; (R)-3-Hydroxybutanoic acid; (R)-3-Hydroxybutyric acid$(S)-3-Hydroxybutanoate$(S)-3-Hydroxyisobutyrate$4-Hydroxybutanoic acid; 4-Hydroxybutanoate; 4-Hydroxybutyric acid,row498,127.035382,766.7235413,0.4441605670772019,-1.185370507,M127.035382T766.7235,C01089
row498,E75,row498_M+Na[1+],2-Hydroxybutyrate$(R)-3-Hydroxybutanoate; (R)-3-Hydroxybutanoic acid; (R)-3-Hydroxybutyric acid$(S)-3-Hydroxybutanoate$(S)-3-Hydroxyisobutyrate$4-Hydroxybutanoic acid; 4-Hydroxybutanoate; 4-Hydroxybutyric acid,row498,127.035382,766.7235413,0.4441605670772019,-1.185370507,M127.035382T766.7235,C03197
row498,E75,row498_M+Na[1+],2-Hydroxybutyrate$(R)-3-Hydroxybutanoate; (R)-3-Hydroxybutanoic acid; (R)-3-Hydroxybutyric acid$(S)-3-Hydroxybutanoate$(S)-3-Hydroxyisobutyrate$4-Hydroxybutanoic acid; 4-Hydroxybutanoate; 4-Hydroxybutyric acid,row498,127.035382,766.7235413,0.4441605670772019,-1.185370507,M127.035382T766.7235,C06001
row498,E75,row498_M+Na[1+],2-Hydroxybutyrate$(R)-3-Hydroxybutanoate; (R)-3-Hydroxybutanoic acid; (R)-3-Hydroxybutyric acid$(S)-3-Hydroxybutanoate$(S)-3-Hydroxyisobutyrate$4-Hydroxybutanoic acid; 4-Hydroxybutanoate; 4-Hydroxybutyric acid,row498,127.035382,766.7235413,0.4441605670772019,-1.185370507,M127.035382T766.7235,C00989
row500,E79,row500_M+H[1+],Thymine$Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate,row500,127.0499343,145.6755676,0.6761033501271951,-0.719341544,M127.049934T145.6756,C00178
row500,E79,row500_M+H[1+],Thymine$Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate,row500,127.0499343,145.6755676,0.6761033501271951,-0.719341544,M127.049934T145.6756,C02835
row512,E80,row512_M[1+];row788_M+Na[1+],"5,6-Dihydrothymine",row512,128.0587253,34.21027756,0.5355431544108075,0.9985524675242872,M128.058725T34.2103_6,C00906
row536,E81,row536_M+H[1+];row537_M+H[1+],"5,6-Dihydrothymine",row536,129.065978,108.7408524,0.8123025530144102,0.4192392786264697,M129.065978T108.7409,C00906
row537,E81,row536_M+H[1+];row537_M+H[1+],"5,6-Dihydrothymine",row537,129.0661015,95.10933685,0.0480304276858874,2.650143063728371,M129.066101T95.1093,C00906
row548,E84,row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+],5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate,row548,130.0501238,45.79685211,0.9729654169585088,-0.061636545,M130.050124T45.7969,C01879
row548,E84,row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+],5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate,row548,130.0501238,45.79685211,0.9729654169585088,-0.061636545,M130.050124T45.7969,C04281
row548,E84,row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+],5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate,row548,130.0501238,45.79685211,0.9729654169585088,-0.061636545,M130.050124T45.7969,C04282
row549,E84,row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+],5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate,row549,130.0501401,76.68104553,0.9153000510090696,-0.208902421,M130.05014T76.681,C01879
row549,E84,row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+],5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate,row549,130.0501401,76.68104553,0.9153000510090696,-0.208902421,M130.05014T76.681,C04281
row549,E84,row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+],5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate,row549,130.0501401,76.68104553,0.9153000510090696,-0.208902421,M130.05014T76.681,C04282
row562,E84,row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+],5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate,row562,131.0534911,44.33172989,0.6043322964215226,-0.866488932,M131.053491T44.3317,C01879
row562,E84,row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+],5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate,row562,131.0534911,44.33172989,0.6043322964215226,-0.866488932,M131.053491T44.3317,C04281
row562,E84,row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+],5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate,row562,131.0534911,44.33172989,0.6043322964215226,-0.866488932,M131.053491T44.3317,C04282
row563,E84,row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+],5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate,row563,131.0538839,76.70795822,0.7454537397809847,-0.572284937,M131.053884T76.708,C01879
row563,E84,row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+],5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate,row563,131.0538839,76.70795822,0.7454537397809847,-0.572284937,M131.053884T76.708,C04281
row563,E84,row548_M+H[1+];row549_M+H[1+];row562_M(C13)+H[1+];row563_M(C13)+H[1+],5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate,row563,131.0538839,76.70795822,0.7454537397809847,-0.572284937,M131.053884T76.708,C04282
row564,E91,row564_M+H[1+],4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate,row564,131.0706905,199.4371185,0.36443364513004,-1.362546845,M131.070691T199.4371,C00233
row564,E91,row564_M+H[1+],4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate,row564,131.0706905,199.4371185,0.36443364513004,-1.362546845,M131.070691T199.4371,C06102
row564,E91,row564_M+H[1+],4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate,row564,131.0706905,199.4371185,0.36443364513004,-1.362546845,M131.070691T199.4371,C03465
row609,E100,row609_M+H[1+],L-Malate,row609,135.0279871,64.74729919,0.2372457999934016,1.7214697968235957,M135.027987T64.7473,C00149
row617,E102,row617_M+Na[1+],Thiosulfate,row617,135.9265828,774.5484009,0.7520613442782168,0.55387183,M135.926583T774.5484,C00320
row625,E103,row625_M+H[1+];row635_M(C13)+H[1+],2-Phenylacetamide,row625,136.0759569,80.8609314,0.4304059637230676,1.211268113541643,M136.075957T80.8609_3,C02505
row634,E108,row634_M+H[1+],Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde,row634,137.0599441,80.83626556,0.2837724938584118,1.5776008646446296,M137.059944T80.8363_1,C07086
row634,E108,row634_M+H[1+],Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde,row634,137.0599441,80.83626556,0.2837724938584118,1.5776008646446296,M137.059944T80.8363_1,C03765
row635,E103,row625_M+H[1+];row635_M(C13)+H[1+],2-Phenylacetamide,row635,137.0799983,80.91043091,0.3935055078196323,1.2940030831701457,M137.079998T80.9104_2,C02505
row638,E106,row638_M+H[1+],$(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene$(+)-Limonene; (+)-(R)-Limonene; (+)-(4R)-Limonene,row638,137.1327188,575.7523193,0.000355912,4.662505546059164,M137.132719T575.7523,C06078
row638,E106,row638_M+H[1+],$(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene$(+)-Limonene; (+)-(R)-Limonene; (+)-(4R)-Limonene,row638,137.1327188,575.7523193,0.000355912,4.662505546059164,M137.132719T575.7523,C00521
row638,E106,row638_M+H[1+],$(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene$(+)-Limonene; (+)-(R)-Limonene; (+)-(4R)-Limonene,row638,137.1327188,575.7523193,0.000355912,4.662505546059164,M137.132719T575.7523,C06099
row639,E105,row639_M+H[1+],$(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene$(+)-Limonene; (+)-(R)-Limonene; (+)-(4R)-Limonene,row639,137.1327572,463.2609253,0.004506577,3.6818074475194655,M137.132757T463.2609_2,C06078
row639,E105,row639_M+H[1+],$(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene$(+)-Limonene; (+)-(R)-Limonene; (+)-(4R)-Limonene,row639,137.1327572,463.2609253,0.004506577,3.6818074475194655,M137.132757T463.2609_2,C00521
