input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row86	E34	row86_M+H[1+];row88_M+H[1+];row89_M+H[1+];row91_M+H[1+]	C00937;C00424;C05235;C00163	(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0)	row86	75.0440817397602	617.233215332031	0.6667473135958861	0.7355571362203646	M75.044082T617.2332_1
row87	E33	row87_M+H[1+]	C00937;C00424;C05235;C00163	(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0)	row87	75.0441084606364	581.023071289062	0.5679962679471131	-0.9359956019807647	M75.044108T581.0231
row88	E34	row86_M+H[1+];row88_M+H[1+];row89_M+H[1+];row91_M+H[1+]	C00937;C00424;C05235;C00163	(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0)	row88	75.0439961512365	652.294799804688	0.653893408716471	0.7642237567095683	M75.043996T652.2948
row89	E34	row86_M+H[1+];row88_M+H[1+];row89_M+H[1+];row91_M+H[1+]	C00937;C00424;C05235;C00163	(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0)	row89	75.0439853709581	635.689514160156	0.9313364472829218	0.16692523523817718	M75.043985T635.6895
row90	E32	row90_M+H[1+]	C00937;C00424;C05235;C00163	(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0)	row90	75.0441206905176	559.3642578125	0.019456915401127664	3.045521274035033	M75.044121T559.3643
row91	E34	row86_M+H[1+];row88_M+H[1+];row89_M+H[1+];row91_M+H[1+]	C00937;C00424;C05235;C00163	(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0)	row91	75.0441244113279	600.362060546875	0.9069773009667877	-0.2269109431072256	M75.044124T600.3621
row92	E38	row92_M+H[1+]	C00937;C00424;C05235;C00163	(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0)	row92	75.044167235544	766.917724609375	0.021387522004794192	-3.0035334102057507	M75.044167T766.9177_2
row93	E39	row84_M+H[1+];row93_M+H[1+];row94_M+H[1+];row96_M+H[1+]	C00937;C00424;C05235;C00163	(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0)	row93	75.0442264153253	864.344787597656	0.18250084430796665	-1.8809988195054577	M75.044226T864.3448
row94	E39	row84_M+H[1+];row93_M+H[1+];row94_M+H[1+];row96_M+H[1+]	C00937;C00424;C05235;C00163	(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0)	row94	75.044225763287	835.881805419922	0.9983460305590728	-0.003598246746346531	M75.044226T835.8818
row95	E37	row95_M+H[1+];row97_M+H[1+]	C00937;C00424;C05235;C00163	(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0)	row95	75.0440768817608	740.710174560547	0.5803313087918397	0.9133454384837056	M75.044077T740.7102
row96	E39	row84_M+H[1+];row93_M+H[1+];row94_M+H[1+];row96_M+H[1+]	C00937;C00424;C05235;C00163	(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0)	row96	75.0442276087497	894.008588857422	0.24102430843464093	1.690859164891653	M75.044228T894.0086
row97	E37	row95_M+H[1+];row97_M+H[1+]	C00937;C00424;C05235;C00163	(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0)	row97	75.0441952376563	725.6845703125	0.6152185016963391	-0.8436014143290689	M75.044195T725.6846
row98	E31	row98_M+H[1+]	C00937;C00424;C05235;C00163	(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0)	row98	75.044256921978	537.54443359375	0.128605908389811	2.102817742052451	M75.044257T537.5444
row99	E30	row99_M+H[1+]	C00937;C00424;C05235;C00163	(R)-Lactaldehyde; D-Lactaldehyde; D-2-Hydroxypropionaldehyde$(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde$Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol$Propionate (n-C3:0)	row99	75.0441991053856	516.541564941406	0.2685347495939643	1.6115318803587317	M75.044199T516.5416_2
row109	E26	row109_M+H[1+]	C00037	Glycine	row109	76.0394556209716	43.8325996398926	0.39011777231109385	-1.304083114023656	M76.039456T43.8326
row110	E28	row110_M+H[1+]	C00037	Glycine	row110	76.0391330994665	504.279724121094	0.5264347014361486	-1.0199151250186944	M76.039133T504.2797
row125	E52	row125_M+H[1+]	C01678	Cysteamine; 2-Aminoethanethiol; beta-Aminoethanethiol; beta-Mercaptoethylamine; Mercaptamine; Thioethanolamine	row125	78.0370840535139	34.1869239807129	0.6113672108643422	0.8506156384708531	M78.037084T34.1869
row183	E58	row183_M+Na[1+]	C00086	Urea	row183	83.0217135718297	62.649040222168	0.44003249407978134	1.2003506098128431	M83.021714T62.649
row184	E57	row184_M+Na[1+]	C00086	Urea	row184	83.0217158434224	42.6274929046631	9.195320554892663e-05	5.188954516915177	M83.021716T42.6275_2
row362	E71	row2224_M+HCOONa[1+];row362_M+H[1+];row809_M+Na[1+]	C02218	2-Aminoacrylate; Dehydroalanine	row362	88.0394402864509	45.288438288208	0.8419407010877166	-0.37059218789770954	M88.03944T45.2884
row426	E82	row426_M+H[1+];row476_M(C13)+H[1+]	C00213;C00041;C00099;C00133	Sarcosine; N-Methylglycine$L-Alanine$beta-Alanine$D-Alanine	row426	90.0551103994434	43.0787734985352	0.32103334781409965	-1.470203054526196	M90.05511T43.0788
row453	E111	row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row453	91.0391388863534	807.703918457031	0.9041368279790976	-0.23249131417874203	M91.039139T807.7039
row454	E110	row454_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row454	91.0390759254418	739.736694335938	0.8951120815229573	0.25290418149427923	M91.039076T739.7367_1
row455	E106	row455_M+H[1+];row461_M+H[1+];row462_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row455	91.0390383939509	593.568420410156	0.7349262577541741	-0.5944424957406635	M91.039038T593.5684
row456	E107	row456_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row456	91.0390620581347	637.436767578125	0.32206340664864735	1.466881661083974	M91.039062T637.4368
row457	E104	row457_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row457	91.0391147173214	517.146057128906	0.41932809669544824	1.2404211741334903	M91.039115T517.1461
row458	E109	row458_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row458	91.0390634485142	705.525939941406	0.6335635993908345	-0.8053246187834968	M91.039063T705.5259
row459	E102	row459_M+H[1+];row470_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row459	91.0391541228428	474.142990112305	0.5320256966622242	1.0080228204641197	M91.039154T474.143_1
row460	E108	row460_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row460	91.0390634587791	671.847412109375	0.6931477912263474	0.6825401082948789	M91.039063T671.8474
row461	E106	row455_M+H[1+];row461_M+H[1+];row462_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row461	91.0390473322766	610.942840576172	0.6094537992104514	0.8553003836990777	M91.039047T610.9428
row462	E106	row455_M+H[1+];row461_M+H[1+];row462_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row462	91.0390233900874	576.503326416016	0.7539187465828684	-0.5550237245680512	M91.039023T576.5033
row463	E111	row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row463	91.0391354352981	772.002624511719	0.47420094724412004	-1.1263731695473822	M91.039135T772.0026
row464	E103	row464_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row464	91.039115711605	494.663024902344	0.13574528047173443	2.071637000956012	M91.039116T494.663
row465	E105	row465_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row465	91.0390917918209	548.274475097656	0.029392590252161614	2.8632779275372715	M91.039092T548.2745
row466	E111	row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row466	91.0391418490341	895.324737548828	0.706135311798696	0.6542130087888082	M91.039142T895.3247
row467	E111	row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row467	91.0391387267258	828.163238525391	0.8587544311297111	0.33141272260055615	M91.039139T828.1632
row468	E90	row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose	row468	91.0393218067651	416.981414794922	0.26697123518612687	1.6158554494240698	M91.039322T416.9814
row468	E101	row468_M+H[1+];row469_M+H[1+];row472_M+H[1+];row473_M+H[1+];row474_M+H[1+];row475_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row468	91.0393218067651	416.981414794922	0.26697123518612687	1.6158554494240698	M91.039322T416.9814
row468	E112	row2878_M[1+];row2880_M[1+];row2896_M+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+]	C13747;C07480	1,7-Dimethylxanthine; Paraxanthine$	row468	91.0393218067651	416.981414794922	0.26697123518612687	1.6158554494240698	M91.039322T416.9814
row468	E113	row2896_M+Na[1+];row468_M+H+Na[2+];row469_M+H+Na[2+];row472_M+H+Na[2+];row473_M+H+Na[2+];row474_M+H+Na[2+];row475_M+H+Na[2+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine	row468	91.0393218067651	416.981414794922	0.26697123518612687	1.6158554494240698	M91.039322T416.9814
row469	E90	row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose	row469	91.0392388171351	435.116729736328	0.6850571925477087	0.7000904689934533	M91.039239T435.1167
row469	E101	row468_M+H[1+];row469_M+H[1+];row472_M+H[1+];row473_M+H[1+];row474_M+H[1+];row475_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row469	91.0392388171351	435.116729736328	0.6850571925477087	0.7000904689934533	M91.039239T435.1167
row469	E112	row2878_M[1+];row2880_M[1+];row2896_M+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+]	C13747;C07480	1,7-Dimethylxanthine; Paraxanthine$	row469	91.0392388171351	435.116729736328	0.6850571925477087	0.7000904689934533	M91.039239T435.1167
row469	E113	row2896_M+Na[1+];row468_M+H+Na[2+];row469_M+H+Na[2+];row472_M+H+Na[2+];row473_M+H+Na[2+];row474_M+H+Na[2+];row475_M+H+Na[2+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine	row469	91.0392388171351	435.116729736328	0.6850571925477087	0.7000904689934533	M91.039239T435.1167
row470	E102	row459_M+H[1+];row470_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row470	91.0392219134079	453.184234619141	0.6150169478194969	-0.8444226619305948	M91.039222T453.1842
row471	E111	row453_M+H[1+];row463_M+H[1+];row466_M+H[1+];row467_M+H[1+];row471_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row471	91.0391380781122	857.003103085937	0.6345387565019917	0.802992248428504	M91.039138T857.0031
row472	E90	row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose	row472	91.0393149902322	360.945465087891	0.47404310805984046	-1.1267766833626227	M91.039315T360.9455
row472	E101	row468_M+H[1+];row469_M+H[1+];row472_M+H[1+];row473_M+H[1+];row474_M+H[1+];row475_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row472	91.0393149902322	360.945465087891	0.47404310805984046	-1.1267766833626227	M91.039315T360.9455
row472	E112	row2878_M[1+];row2880_M[1+];row2896_M+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+]	C13747;C07480	1,7-Dimethylxanthine; Paraxanthine$	row472	91.0393149902322	360.945465087891	0.47404310805984046	-1.1267766833626227	M91.039315T360.9455
row472	E113	row2896_M+Na[1+];row468_M+H+Na[2+];row469_M+H+Na[2+];row472_M+H+Na[2+];row473_M+H+Na[2+];row474_M+H+Na[2+];row475_M+H+Na[2+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine	row472	91.0393149902322	360.945465087891	0.47404310805984046	-1.1267766833626227	M91.039315T360.9455
row473	E90	row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose	row473	91.0393054557378	395.382476806641	0.8038013881056719	0.45059470334838	M91.039305T395.3825
row473	E101	row468_M+H[1+];row469_M+H[1+];row472_M+H[1+];row473_M+H[1+];row474_M+H[1+];row475_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row473	91.0393054557378	395.382476806641	0.8038013881056719	0.45059470334838	M91.039305T395.3825
row473	E112	row2878_M[1+];row2880_M[1+];row2896_M+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+]	C13747;C07480	1,7-Dimethylxanthine; Paraxanthine$	row473	91.0393054557378	395.382476806641	0.8038013881056719	0.45059470334838	M91.039305T395.3825
row473	E113	row2896_M+Na[1+];row468_M+H+Na[2+];row469_M+H+Na[2+];row472_M+H+Na[2+];row473_M+H+Na[2+];row474_M+H+Na[2+];row475_M+H+Na[2+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine	row473	91.0393054557378	395.382476806641	0.8038013881056719	0.45059470334838	M91.039305T395.3825
row474	E90	row2896_M+H[1+];row2930_M(C13)+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose	row474	91.0393047110931	319.927093505859	0.8509694229530494	-0.3492010194270097	M91.039305T319.9271
row474	E101	row468_M+H[1+];row469_M+H[1+];row472_M+H[1+];row473_M+H[1+];row474_M+H[1+];row475_M+H[1+]	C00256;C01013;C00186;C00184	D-Lactate$3-Hydroxypropanoate; 3-Hydroxypropanoic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; Hydracrylic acid$L-Lactate$Dihydroxyacetone	row474	91.0393047110931	319.927093505859	0.8509694229530494	-0.3492010194270097	M91.039305T319.9271
row474	E112	row2878_M[1+];row2880_M[1+];row2896_M+H[1+];row468_M+2H[2+];row469_M+2H[2+];row472_M+2H[2+];row473_M+2H[2+];row474_M+2H[2+];row475_M+2H[2+]	C13747;C07480	1,7-Dimethylxanthine; Paraxanthine$	row474	91.0393047110931	319.927093505859	0.8509694229530494	-0.3492010194270097	M91.039305T319.9271
row474	E113	row2896_M+Na[1+];row468_M+H+Na[2+];row469_M+H+Na[2+];row472_M+H+Na[2+];row473_M+H+Na[2+];row474_M+H+Na[2+];row475_M+H+Na[2+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine	row474	91.0393047110931	319.927093505859	0.8509694229530494	-0.3492010194270097	M91.039305T319.9271
