CPD_ID	CPD_NAME	mz_row_Statistic	From_mz_row	From_EmpiricalCompound
C06428	(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid; Eicosapentaenoic acid; 5,8,11,14,17-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate	5.129569199069776	row6512	E1550
CE5013		4.673908775704853	row6485	E1550
CE2006		4.426399036091382	row2253	E86
vacc	vaccenic acid	4.747251167606731	row5738	E1450
C06426	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid	5.20055465927608	row6406	E545
C01595	linoleic acid (all cis C18:2) n-6	4.51012014540304	row5736	E1453
C05660	5-Methoxyindoleacetate	5.393989103642594	row4136	E1072
C00712	(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid	4.946863390881305	row5842	E580
C06427	(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate	5.20055465927608	row6406	E545
C06428	(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid; Eicosapentaenoic acid; 5,8,11,14,17-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate	5.040482285395977	row6515	E1550
C05647	Formyl-5-hydroxykynurenamine	4.534746507980137	row3673	E1113
vacc	vaccenic acid	5.040482285395977	row6515	E1450
C01595	linoleic acid (all cis C18:2) n-6	4.747251167606731	row5738	E1454
C03242	(8Z,11Z,14Z)-Icosatrienoic acid; Dihomo-gamma-linolenic acid; (Z,Z,Z)-8,11,14-Eicosatrienoic acid; (Z,Z,Z)-8,11,14-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoate; (Z,Z,Z)-8,11,14-Icosatrienoate; 8,11,14-Eicosatrienoate; 8,11,14-Icosatrienoate	5.66865590496706	row2500	E697
C00219	arachidonic acid	4.557888654405602	row6566	E573
C03765	4-Hydroxyphenylacetaldehyde	5.463132920262673	row3553	E387
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	6.110790604939488	row3254	E960
C00643	5-Hydroxy-L-tryptophan	5.373662667444362	row3983	E1165
C05583	3-Methoxy-4-hydroxyphenylglycolaldehyde	5.463132920262673	row3553	E876
C01074	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc	5.373662667444362	row3983	E1175
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	4.42074960299003	row3196	E960
C00637	Indole-3-acetaldehyde	5.393989103642594	row4136	E649
C02075	Retinyl ester; all-trans-Retinyl ester	5.134227470763032	row6484	E1550
CE5013		5.040482285395977	row6515	E1550
C05635	5-Hydroxyindoleacetate	5.536385472401456	row3226	E961
C01595	linoleic acid (all cis C18:2) n-6	4.673908775704853	row6485	E1454
C00140	N-Acetyl-D-glucosamine	4.460227317113566	row4555	E1174
CE5932	13,14-epoxy-retinol	4.673908775704853	row6485	E1550
C16612	Citalopram aldehyde	4.335022655720577	row6899	E512
CE5528		4.207379820264887	row7316	E737
C00645	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose	5.373662667444362	row3983	E1175
C05635	5-Hydroxyindoleacetate	5.099629471405202	row3227	E960
C00402	D-Aspartate	-4.309394811081971	row2224	E613
C05660	5-Methoxyindoleacetate	5.623705881755428	row3618	E1072
C06427	(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate	5.03703688009154	row5659	E545
CE3140		4.900549093360384	row8122	E1782
C02693	Indole-3-acetamide	4.490929808616677	row2748	E801
ocdcea	octadecenoate (n-C18:1)	4.747251167606731	row5738	E1450
