"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"C05581","Homovanillin","HMDB0005175","151276","28111","C05581",NA,"COC1=C(O)C=CC(CC=O)=C1","1"
"C05528","3-Sulfopyruvic acid","HMDB0004045","440717","16894","C05528",NA,"OC(=O)C(=O)CS(O)(=O)=O","1"
"C01035","4-Guanidinobutanoic acid","HMDB0003464","500","15728","C01035","6938","NC(=N)NCCCC(O)=O","1"
"C00534","Pyridoxamine","HMDB0001431","1052","16410","C00534","238","CC1=C(O)C(CN)=C(CO)C=N1","1"
"C00026","Oxoglutaric acid","HMDB0000208","51","30915","C00026","5218","OC(=O)CCC(=O)C(O)=O","1"
"C00366","Uric acid","HMDB0000289","1175","17775","C00366","88","O=C1NC2=C(N1)C(=O)NC(=O)N2","1"
"C00506","Cysteic acid","HMDB0002757","25701","21260","C00506","332","NC(CS(O)(=O)=O)C(O)=O","1"
"C00217","D-Glutamic acid","HMDB0003339","23327","15966","C00217","6895","N[C@H](CCC(O)=O)C(O)=O","1"
"C00025","Glutamic acid","HMDB0000148","33032","16015","C00025","5174","N[C@@H](CCC(O)=O)C(O)=O","1"
"C05938","L-4-Hydroxyglutamate semialdehyde","HMDB0006556","440851","27809","C05938",NA,"N[C@@H](C[C@@H](O)C=O)C(O)=O","1"
"C01119","Oxidized dithiothreitol","HMDB0059664","439407","42147","C01119",NA,"O[C@H]1CSSC[C@@H]1O","1"
"C00850","NA","NA","NA","NA","NA","NA","NA","0"
"C00327","Citrulline","HMDB0000904","9750","16349","C00327","16","N[C@@H](CCCNC(N)=O)C(O)=O","1"
"C02220","2-Aminomuconic acid","HMDB0001241","5280499","15745","C02220","321","N\C(=C\C=C/C(O)=O)C(O)=O","1"
"C00031","D-Glucose","HMDB0000122","5793","15903","C00031","133","OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O","1"
"C00221","beta-D-Glucose",NA,NA,NA,"C00221",NA,NA,"1"
"C02336","beta-D-Fructose",NA,NA,NA,"C02336",NA,NA,"1"
"C00267","alpha-D-Glucose","HMDB0003345","79025","17925","C00267","6897","OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O","1"
"C00962","beta-D-Galactose","HMDB0003449","439353","27667","C00962","6933","OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O","1"
"C00795","D-Tagatose","HMDB0003418","14408225","49092","C00795","135","OC[C@@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O","1"
"C00137","myo-Inositol","HMDB0000211",NA,"17268","C00137","5221","O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O","1"
"C13747","Paraxanthine","HMDB0001860","4687","25858","C13747","1457","CN1C=NC2=C1C(=O)N(C)C(=O)N2","1"
"C07480","Theobromine","HMDB0002825","5429","28946","C07480","1456","CN1C=NC2=C1C(O)=NC(=O)N2C","1"
"C00984","alpha-D-Galactose",NA,NA,NA,"C00984",NA,NA,"1"
"C00159","D-Mannose","HMDB0000169","185698","28729","C00159",NA,"OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O","1"
"CE4970","NA","NA","NA","NA","NA","NA","NA","0"
"CE4968","NA","NA","NA","NA","NA","NA","NA","0"
"C00082","L-Tyrosine","HMDB0000158","6057","17895","C00082","34","N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","1"
"CE2174","NA","NA","NA","NA","NA","NA","NA","0"
"C01507","L-Iditol","HMDB0011632","5460044","18202","C01507",NA,"OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO","1"
"C00794","Sorbitol","HMDB0000247","5780","17924","C00794","143","OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","1"
"C01697","Galactitol","HMDB0000107","11850","16813","C01697","5148","OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO","1"
"C05172","Phosphoroselenoic acid","HMDB0003840","1092","29269","C05172",NA,"OP(O)(O)=[Se]","1"
"C03232","Phosphohydroxypyruvic acid","HMDB0001024","105","30933","C03232","484","OC(=O)C(=O)COP(O)(O)=O","1"
"C16614","6-Methylmercaptopurine","HMDB0060412","5778","28279","C16614",NA,"CSC1=NC=NC2=C1N=CN2","1"
"C02727","N6-Acetyl-L-lysine","HMDB0000206","92832","17752","C02727","5216","CC(=O)NCCCC[C@H](N)C(O)=O","1"
"C05379","Oxalosuccinic acid","HMDB0003974","972","44712","C05379","6996","OC(=O)C[C@H](C(O)=O)C(=O)C(O)=O","1"
"CE1562","NA","NA","NA","NA","NA","NA","NA","0"
"CE3087","NA","NA","NA","NA","NA","NA","NA","0"
"C06212","N-Methylserotonin","HMDB0004369","150885","48294","C06212","7056","CNCCC1=CNC2=C1C=C(O)C=C2","1"
"C05635","5-Hydroxyindoleacetic acid","HMDB0000763","1826","27823","C05635","2975","OC(=O)CC1=CNC2=C1C=C(O)C=C2","1"
"C16596","5-Phenyl-1,3-oxazinane-2,4-dione","HMDB0060400","21350393","80594","C16596",NA,"OC1=NC(=O)OCC1C1=CC=CC=C1","1"
"C02712","N-Acetyl-L-methionine","HMDB0011745","448580","21557","C02712",NA,"CSCC[C@H](NC(C)=O)C(O)=O","1"
"CE4890","NA","NA","NA","NA","NA","NA","NA","0"
"C09640","(-)-Salsoline","HMDB0012469","442356","761542","C09640",NA,"COC1=CC2=C(CCN[C@H]2C)C=C1O","1"
"C04483","Deoxycholic acid","HMDB0000626","222528","28834","C04483","265","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O","1"
"C02528","Chenodeoxycholic acid","HMDB0000518","10133","16755","C02528","207","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O","1"
"C00499","Allantoic acid","HMDB0001209","203","30837","C00499","343","NC(=O)NC(NC(N)=O)C(O)=O","1"
"C03626","Asymmetric dimethylarginine","HMDB0001539","123831","17929","C03626","6309","N[C@@H](CCC\N=C(/N)N(C)C)C(O)=O","1"
"C00078","L-Tryptophan","HMDB0000929","6305","16828","C00078","5879","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"C00525","D-Tryptophan","HMDB0013609","9060","16296","C00525",NA,"N[C@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"C02147","Dihydrolipoate","HMDB0012210","421","18047","C02147",NA,"OC(=O)CCCCC(S)CCS","1"
"C08261","Azelaic acid","HMDB0000784","2266","48131","C08261","5750","OC(=O)CCCCCCCC(O)=O","1"
"C00624","N-Acetyl-L-glutamic acid","HMDB0001138","70914","17533","C00624","6031","CC(=O)N[C@@H](CCC(O)=O)C(O)=O","1"
"CE2934","NA","NA","NA","NA","NA","NA","NA","0"
"C03740","gamma-Glutamylalanine","HMDB0006248","440103","50619","C03740",NA,"C[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O","1"
"C00643","5-Hydroxy-L-tryptophan","HMDB0000472","439280","17780","C00643",NA,"N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O","1"
"C00931","Porphobilinogen","HMDB0000245","1021","17381","C00931","76","NCC1=C(CC(O)=O)C(CCC(O)=O)=CN1","1"
"C01252","4-(2-Aminophenyl)-2,4-dioxobutanoic acid","HMDB0000978","472","17442","C01252","5916","NC1=C(C=CC=C1)C(=O)CC(=O)C(O)=O","1"
"C03090","5-Phosphoribosylamine","HMDB0001128","439905","37737","C03090","6023","N[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O","1"
"C03415","N2-Succinyl-L-ornithine","HMDB0001199","127370","27574","C03415","6075","NCCC[C@H](NC(=O)CCC(O)=O)C(O)=O","1"
"C02406","N'-Formylkynurenine","HMDB0001200","910","18377","C02406",NA,"NC(CC(=O)C1=CC=CC=C1NC=O)C(O)=O","1"
"C02700","L-Formylkynurenine","HMDB0060485","25202092","30249","C02700",NA,"N[C@@H](CC(=O)C1=CC=CC=C1NC=O)C(O)=O","1"
"C16015","(+)-(1R,2R)-1,2-Diphenylethane-1,2-diol","HMDB0012111","853019","50014","C16015",NA,"O[C@@H]([C@H](O)C1=CC=CC=C1)C1=CC=CC=C1","1"
"CE5840","NA","NA","NA","NA","NA","NA","NA","0"
"CE5838","NA","NA","NA","NA","NA","NA","NA","0"
"C05645","4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoic acid","HMDB0004083","440741","27593","C05645",NA,"NC1=C(C=CC=C1O)C(=O)CC(=O)C(O)=O","1"
"C00235","Dimethylallylpyrophosphate","HMDB0001120","647","16057","C00235","6016","CC(C)=CCOP(O)(=O)OP(O)(O)=O","1"
"C00129","Isopentenyl pyrophosphate","HMDB0001347","1195","16584","C00129","6181","CC(=C)CCOP(O)(=O)OP(O)(O)=O","1"
"C00018","Pyridoxal 5'-phosphate","HMDB0001491","1051","18405","C00018","6275","CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O","1"
"C06424","Myristic acid","HMDB0000806","11005","28875","C06424","196","CCCCCCCCCCCCCC(O)=O","1"
"CE2119","NA","NA","NA","NA","NA","NA","NA","0"
"C05643","6-Hydroxymelatonin","HMDB0004081","1864","2198","C05643","7013","COC1=C(O)C=C2NC=C(CCNC(C)=O)C2=C1","1"
"CE5820","NA","NA","NA","NA","NA","NA","NA","0"
"C00712","Oleic acid","HMDB0000207","445639","16196","C00712","190","CCCCCCCC\C=C/CCCCCCCC(O)=O","1"
"CE5254","NA","NA","NA","NA","NA","NA","NA","0"
"CE2180","NA","NA","NA","NA","NA","NA","NA","0"
"C05300","16b-Hydroxyestrone","HMDB0000313","22833517","87628","C05300","5302","[H][C@@]12C[C@H](O)C(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","1"
"CE5250","NA","NA","NA","NA","NA","NA","NA","0"
"CE5253","NA","NA","NA","NA","NA","NA","NA","0"
"CE5249","NA","NA","NA","NA","NA","NA","NA","0"
"C05298","2-Hydroxyestrone","HMDB0000343","440623","1156","C05298","2579","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(O)=C3","1"
"C06604","Parathion","HMDB0001355","991","27928","C06604",NA,"CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O","1"
"C00951","Estradiol","HMDB0000151","5757","16469","C00951","263","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","1"
"CE5526","NA","NA","NA","NA","NA","NA","NA","0"
"CE5527","NA","NA","NA","NA","NA","NA","NA","0"
"C14765","13-OxoODE","HMDB0004668","6446027","68947","C14765",NA,"CCCCCC(=O)\C=C\C=C/CCCCCCCC(O)=O","1"
"C16612","Citalopram aldehyde","HMDB0060462","9944000","80607","C16612",NA,"FC1=CC=C(C=C1)C1(CCC=O)OCC2=C1C=CC(=C2)C#N","1"
"C14762","13-HODE","HMDB0004667","6443013","34154","C14762",NA,"CCCCC[C@H](O)\C=C\C=C/CCCCCCCC(O)=O","1"
"C14826","12,13-EpOME","HMDB0004702","5356421","38299","C14826",NA,"CCCCCC1OC1C\C=C/CCCCCCCC(O)=O","1"
"C14825","9,10-Epoxyoctadecenoic acid","HMDB0004701","6246154","34494","C14825",NA,"CCCCC\C=C/CC1OC1CCCCCCCC(O)=O","1"
"C02934","3-Dehydrosphinganine","HMDB0001480","439853","17862","C02934","3428","CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO","1"
"C00319","Sphingosine","HMDB0000252","5280335","16393","C00319","392","CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)CO","1"
"C00836","Sphinganine","HMDB0000269","91486","16566","C00836","5268","CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO","1"
"C18045","7a-Hydroxydehydroepiandrosterone","HMDB0004611","65517","712194","C18045",NA,"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H](O)C=C2C[C@@H](O)CC[C@]12C","1"
"C14497","6beta-Hydroxytestosterone","HMDB0006259","18603089","34477","C14497",NA,"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@@H](O)C2=CC(=O)CC[C@]12C","1"
"C18075","11beta,17beta-Dihydroxy-4-androsten-3-one","HMDB0060339","114920","81481","C18075",NA,"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O","1"
"C05294","19-Hydroxytestosterone","HMDB0006769","440728","27406","C05294",NA,"[H]C12CC[C@H](O)[C@@]1(C)CCC1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12CO","1"
"C05139","16a-Hydroxydehydroisoandrosterone","HMDB0000352","102030","27771","C05139","5341","[H][C@@]12C[C@@H](O)C(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","1"
"C01169","(S)-Succinyldihydrolipoamide","HMDB0001177","439425","17432","C01169","6058","NC(=O)CCCC[C@H](CCS)SC(=O)CCC(O)=O","1"
"C05202","(S)-3-Hydroxy-N-methylcoclaurine","HMDB0006921","440591","17079","C05202",NA,"COC1=C(O)C=C2[C@H](CC3=CC(O)=C(O)C=C3)N(C)CCC2=C1","1"
"CE2084","NA","NA","NA","NA","NA","NA","NA","0"
"CE7090","NA","NA","NA","NA","NA","NA","NA","0"
"CE7085","NA","NA","NA","NA","NA","NA","NA","0"
"CE7082","NA","NA","NA","NA","NA","NA","NA","0"
"CE7081","NA","NA","NA","NA","NA","NA","NA","0"
"C12144","Phytosphingosine","HMDB0004610","122121","46961","C12144","7066","CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO","1"
"C00399","Ubiquinone-1","HMDB0002012","4462","46234","C00399","6435","COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O","1"
"CE2211","NA","NA","NA","NA","NA","NA","NA","0"
"C05480","3a-Hydroxy-5b-pregnane-20-one","HMDB0006759","24779614","88767","C05480",NA,"[H][C@]12CCC3C4CC[C@H](C(C)=O)[C@@]4(C)CCC3[C@@]1(C)CC[C@@H](O)C2","1"
"CE5922","NA","NA","NA","NA","NA","NA","NA","0"
"C03242","Dihomo-gamma-linolenic acid","HMDB0002925","5280581","53486","C03242","259","CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O","1"
"CE5653","NA","NA","NA","NA","NA","NA","NA","0"
"C00921","7,8-Dihydropteroic acid","HMDB0001412","170","4581","C00921","6228","NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(O)=O)CN2)C(=O)N1","1"
"CE6185","NA","NA","NA","NA","NA","NA","NA","0"
"CE2512","NA","NA","NA","NA","NA","NA","NA","0"
"C04751","5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylic acid","HMDB0006273","165388","28413","C04751",NA,"NC1=C(N=CN1[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C(O)=O","1"
"C16548","N-Didesmethyl-tamoxifen","HMDB0061086","3036172","80556","C16548",NA,"CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN)C=C1)C1=CC=CC=C1","1"
"CE6504","NA","NA","NA","NA","NA","NA","NA","0"
"C05490","11-Dehydrocorticosterone","HMDB0004029","13783449",NA,"C05490","7003","[H][C@@]12CCC(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"CE5141","NA","NA","NA","NA","NA","NA","NA","0"
"CE7114","NA","NA","NA","NA","NA","NA","NA","0"
"CE2053","NA","NA","NA","NA","NA","NA","NA","0"
"CE5138","NA","NA","NA","NA","NA","NA","NA","0"
"CE5661","NA","NA","NA","NA","NA","NA","NA","0"
"CE7115","NA","NA","NA","NA","NA","NA","NA","0"
"CE7113","NA","NA","NA","NA","NA","NA","NA","0"
"CE7112","NA","NA","NA","NA","NA","NA","NA","0"
"CE7088","NA","NA","NA","NA","NA","NA","NA","0"
