database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20P02820216_BEHC18_POS	20P02820217_BEHC18_POS	20P02820215_BEHC18_POS	20P02820224_BEHC18_POS	20P02820213_BEHC18_POS	20P02820210_BEHC18_POS	20P02820211_BEHC18_POS	20P02820219_BEHC18_POS	20P02820133_BEHC18_POS	20P02820132_BEHC18_POS	20P02820131_BEHC18_POS	20P02820130_BEHC18_POS	20P02820136_BEHC18_POS	20P02820135_BEHC18_POS	20P02820134_BEHC18_POS	20P02820139_BEHC18_POS	20P02820138_BEHC18_POS	20P02820024_BEHC18_POS	20P02820320_BEHC18_POS	20P02820026_BEHC18_POS	20P02820027_BEHC18_POS	20P02820021_BEHC18_POS	20P02820023_BEHC18_POS	20P02820028_BEHC18_POS	20P02820286_BEHC18_POS	20P02820096_BEHC18_POS	20P02820227_BEHC18_POS	20P02820120_BEHC18_POS	20P02820121_BEHC18_POS	20P02820122_BEHC18_POS	20P02820123_BEHC18_POS	20P02820124_BEHC18_POS	20P02820264_BEHC18_POS	20P02820126_BEHC18_POS	20P02820127_BEHC18_POS	20P02820128_BEHC18_POS	20P02820129_BEHC18_POS	20P02820266_BEHC18_POS	20P02820059_BEHC18_POS	20P02820058_BEHC18_POS	20P02820057_BEHC18_POS	20P02820051_BEHC18_POS	20P02820052_BEHC18_POS	20P02820295_BEHC18_POS	20P02820293_BEHC18_POS	20P02820288_BEHC18_POS	20P02820317_BEHC18_POS	20P02820199_BEHC18_POS	20P02820198_BEHC18_POS	20P02820195_BEHC18_POS	20P02820194_BEHC18_POS	20P02820196_BEHC18_POS	20P02820315_BEHC18_POS	20P02820190_BEHC18_POS	20P02820193_BEHC18_POS	20P02820192_BEHC18_POS	20P02820115_BEHC18_POS	20P02820114_BEHC18_POS	20P02820116_BEHC18_POS	20P02820110_BEHC18_POS	20P02820274_BEHC18_POS	20P02820176_BEHC18_POS	20P02820082_BEHC18_POS	20P02820205_BEHC18_POS	20P02820080_BEHC18_POS	20P02820084_BEHC18_POS	20P02820310_BEHC18_POS	20P02820306_BEHC18_POS	20P02820307_BEHC18_POS	20P02820298_BEHC18_POS	20P02820299_BEHC18_POS	20P02820303_BEHC18_POS	20P02820305_BEHC18_POS	20P02820240_BEHC18_POS	20P02820100_BEHC18_POS	20P02820105_BEHC18_POS	20P02820038_BEHC18_POS	20P02820032_BEHC18_POS	20P02820031_BEHC18_POS	20P02820030_BEHC18_POS	20P02820037_BEHC18_POS	20P02820269_BEHC18_POS	20P02820328_BEHC18_POS	20P02820060_BEHC18_POS	20P02820063_BEHC18_POS	20P02820064_BEHC18_POS	20P02820179_BEHC18_POS	20P02820178_BEHC18_POS	20P02820069_BEHC18_POS	20P02820175_BEHC18_POS	20P02820174_BEHC18_POS	20P02820173_BEHC18_POS	20P02820172_BEHC18_POS	20P02820171_BEHC18_POS	20P02820170_BEHC18_POS	20P02820203_BEHC18_POS	20P02820183_BEHC18_POS	20P02820180_BEHC18_POS	20P02820002_BEHC18_POS	20P02820006_BEHC18_POS	20P02820188_BEHC18_POS	20P02820189_BEHC18_POS	20P02820202_BEHC18_POS	20P02820271_BEHC18_POS	20P02820185_BEHC18_POS	20P02820229_BEHC18_POS	20P02820228_BEHC18_POS	20P02820164_BEHC18_POS	20P02820226_BEHC18_POS	20P02820092_BEHC18_POS	20P02820095_BEHC18_POS	20P02820162_BEHC18_POS	20P02820163_BEHC18_POS	20P02820220_BEHC18_POS	20P02820017_BEHC18_POS	20P02820016_BEHC18_POS	20P02820018_BEHC18_POS	20P02820089_BEHC18_POS	20P02820151_BEHC18_POS	20P02820153_BEHC18_POS	20P02820152_BEHC18_POS	20P02820154_BEHC18_POS	20P02820159_BEHC18_POS	20P02820158_BEHC18_POS	20P02820276_BEHC18_POS	20P02820238_BEHC18_POS	20P02820239_BEHC18_POS	20P02820234_BEHC18_POS	20P02820235_BEHC18_POS	20P02820236_BEHC18_POS	20P02820237_BEHC18_POS	20P02820230_BEHC18_POS	20P02820231_BEHC18_POS	20P02820232_BEHC18_POS	20P02820233_BEHC18_POS	20P02820048_BEHC18_POS	20P02820046_BEHC18_POS	20P02820042_BEHC18_POS	20P02820043_BEHC18_POS	20P02820040_BEHC18_POS	20P02820001_BEHC18_POS	20P02820322_BEHC18_POS	20P02820323_BEHC18_POS	20P02820326_BEHC18_POS	20P02820146_BEHC18_POS	20P02820147_BEHC18_POS	20P02820144_BEHC18_POS	20P02820145_BEHC18_POS	20P02820142_BEHC18_POS	20P02820143_BEHC18_POS	20P02820140_BEHC18_POS	20P02820141_BEHC18_POS	20P02820209_BEHC18_POS	20P02820208_BEHC18_POS	20P02820075_BEHC18_POS	20P02820073_BEHC18_POS	20P02820072_BEHC18_POS	20P02820079_BEHC18_POS	20P02820078_BEHC18_POS
CHEBI:167729	C23H39NO2	CCCCCC=CCC=CCC=CCC=CCCCC(=O)NC(C)CO	InChI=1S/C23H39NO2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-23(26)24-22(2)21-25/h7-8,10-11,13-14,16-17,22,25H,3-6,9,12,15,18-21H2,1-2H3,(H,24,26)/b8-7-,11-10-,14-13-,17-16-/t22-/m1/s1	Methanandamide					10.164												3414625.364	30435837.95	7228189.79	10883338.18	16272145.19	3609261.925	3175570.563	6550750.076	43129868.17	14560283.18	5985444.974		11720416.81	18535320.25	33909196.3	6195002.138	14934172.99	12000734.57	3072310.613	1797095.334	3868542.751	7202000.391	45537138.37	539461.5128	12824132.8	15893354.36	76364699.11	12597248.77	24256050.56	9194471.908	32090899.73	6795160.683	9389401.186	14662984.54	2466707.868	3791502.786	1549676.601	3835661.61	5537116.02	7145630.223	55762673.38	44792763.52	16252502.7	2646781.186	14515326.02	8368192.065	1428999.71	11837290.35	11245363.79	8865485.349	2549608.89	5268932.491	3547550.775	47179935.4	6934258.923	25617699.32	8993208.911	13220460.35	7475227.75	5315213.372	43156525.53	2059658.065	19961301.02	5143104.183	11082362.88	20483413.2	4704688.42	17313691.1	14767078.32	1574140.474	14593421.96	1892813.597	1814877.438	13234829.85	1502841.557	7976287.889	23657054.84	13069922.04	1419972.793	2292742.211	77434754.15	6881414.769	5317188.964	6375828.337	21046174.91	16893082.12	1929098.093	6874713.618	5724257.219	3206245.353	15419523.9	3292277.448	5952629.529	11582418.84	14047364.05	4704514.772	11820154.4	9986139.07	7976113.263	4184484.433	1005584.12	33093967.27	7087221.229	2963894.102	7496061.89	3999001.8	6930173.592	12985425.18	22277434.52	15082451.24	7620071.185	8916548.144	10490615.05	6716577.645	8961299.598	7853903.194	32770060.27	4863448.191	5664436.514	2180995.309	11612699.85	12446053.09	6271258.884	9225056.271	4618976.014	2004215.965	5240342.22	1058148.319	915118.2705	404670.4028	3349985.989	11332691.28	1851574.819	2678459.386	12137582.98	4239975.908	15225558.97	1734902.805	11695978.32	3874353.106	25942465.34	12448550.23	3567962.486	28185167.35	5240786.754	14009745.73	17495366.98	91815359.55	114198485.6	3803773.942	20134486.58	18378023.2	3136183.879	43981984.3	8344289.916	3823095.908	14277134.74	65528830.9	55178150.08
CHEBI:69187	C17H34O2	CCCCCCCCCCCCCCCC(=O)OC	InChI=1S/C17H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h3-16H2,1-2H3	Methyl palmitate					10.307												5955909.888	66579221.15	22173907.08	17994667.65	40610080.53	9994691.782	7800624.864	7631803.756	152956135.8	52209867.78	27111098.73		50581938.26	56901134.81	116625275.4	23595220.56	40485510.03	41884216.68	6328675.038	4735514.089	21145069.89	11197563.31	78530235.8	2174885.053	18900906.59	39442298	161300039	22415268.01	59762761.49	17551212.84	100438826.7	17060489.31	19230853.05	30282347.24	9100265.762	15448506.95	10434605.05	6214746.97	11360402.63	9003950.048	72267569.95	153468884.9	35862869.17	3615677.953	17796443.57	15866192.95	4334539.967	19859384.12	38675321.32	15828313.38	10027667.16	12761874.45	9763927.661	112446641.7	14208956.35	40936426.28	67470503.46	31823898.72	11422778.22	11384205.11	98564392.76	6696093.836	22222861.92	8190587.351	14302289.72	34686562.69	8909105.512	41011621	37047876.75	5049329.789	17067271.62	3491073.378	2637352.15	19487764.23	6335887.057	11270636.92	29435805.57	43133328.16	2825417.806	7560438.05	104034103.2	13607529.04	7795209.949	7290436.53	62939628.8	29754574.78	10079351.51	15221798.24	9736937.282	5708373.709	48351728.94	12308489.63	13285771.8	25421358.61	15050162.46	8641880.727	14248212.22	16285568.88	12145745.85	10274526.03	4474147.165	67980110.42	20931688.09	4985571.596	13367906.94	6518037.662	10188097.3	25261335.28	27676925	20721830.87	18970314.43	14823784.45	18701234.83	14082409.7	31447696.33	26539628.28	92053591.72	7854274.017	8699550.296	9629208.416	12335386	13819954.45	7207238.044	11713249	6378389.126	4326355.799	16147006.81	2142216.113	3028572.861	2169046.801	6592572.278	20166466.84	2605837.707	3337475.684	16398673.22	8845589.343	21408094.56	1997102.047	27856765.98	9750696.963	26548024.81	25374625	8634947.505	42154559.67	18298564.42	10625780.46	21158693.14	164154890.1	164760935.1	15993548.75	158870840.4	62472071.83	6677093.023	39819741.96	12066634.17	10510441.05	19044047.29	94955582.87	116079420.9
CHEBI:167731	C19H36O2	CCCCCC=CCCCCCCCCCCC(=O)OC	InChI=1S/C19H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h7-8H,3-6,9-18H2,1-2H3/b8-7-	Cis-12-octadecenoic acid methyl ester					10.36												4112483.597	61147098.54	18574071.83	19573331.07	37283689.9	7322802.464	7832298.119	7496927.122	130987814.2	32552830.36	24709169.07		36561623.98	42548706.03	82559826.1	12785115.82	26757363	36334829.82	5143167.401	5953440.624	17401486.67	23237801.83	70356389.33	1784294.887	19119979.28	28632118.48	124232293	19198246.63	56709460.33	13703316.86	76257692.46	12083062.6	18181375.13	27079682.25	6929403.674	8495070.027	5198262.786	6860809.941	11700249.98	5823549.048	90573253.77	127215566.5	33064188.16	3682581.538	14087115.73	23481694.46	3964473.939	15759962.81	35121713.75	11436340.06	5896595.812	11876344.27	6807983.394	106123421.9	13356892.68	43484787.11	53020365.47	24231370.2	12846775.32	10191486.36	99306109.22	6438920.862	21716414.82	7237123.093	12631493.17	27128548.47	6185787.903	35115778.34	27347227.05	4091419.288	15201374.1	2234852.642	3841629.01	24542171.95	4812054.861	13579067.69	28134587.9	60448896.59	2999250.035	5861000.324	131358860.7	10061862.39	7463985.539	8381264.322	84687538.75	19941758.85	5512471.233	13146165.72	16682532.59	4716389.276	51381214.43	10875270.97	9793027.038	18353280.09	21013817.85	6629935.523	13481786.78	13002769.18	12391076.68	9496619.175	2882873.421	73233855.07	16081939.7	4163009.404	12722137.94	5388800.322	10117947.69	36160766.05	26724976.44	26239996.09	17736296.24	16667259.17	19099176.77	10101391.98	34633441.78	18974596.99	90501548.84	11746669.41	8768909.269	7058853.694	13623232.4	15177678.83	7426410.664	14515903.51	8194241.797	3320185.825	15091655.19	1326331.967	2200665.641	1618762.745	5181386.045	23021329.52	1838461.147	2598395.042	14643907.85	7911796.327	19162567.98	2046550.301	46285545.03	7899645.988	23330408.78	23865924.92	7384130.993	32857248.75	11696576.12	11374375.59	17009193.79	112829307.3	201882839.2	8710958.748	110312680.3	38640153.23	5762411.045	45269233.93	12248949.19	7197160.66	13389167.44	83025929.36	118487728.1
CHEBI:22470	C29H50O2			Alpha-tocopherol					10.475												6517746.39	2460545.052	3566698.88	8167193.687	9660594.431	7915585.22	3705064.847	6614913.542	675382.2184	411183.1824	3947551.477		670325.7418	792160.4801	363051.4088	605601.5287	477854.7698	635756.0477	593928.631	48630.46503	292162.4783	331649.2796	694833.8952	36678.168	593257.7578	1534657.026	3762792.254	649232.7708	1091628.876	699711.1112	349459.4285	626297.1062	576987.9087	646594.7013	160992.3426	434451.7639	202511.7719	426907.5552	560335.5809	729172.9161	447198.3781	1181529.93	1668591.282	2148643.551	1120924.867	618116.4659	1266074.9	7200307.379	928179.8436	10663311.75	17264218.87	2299411.483	621395.0478	546728.9727	7131160.845	5346350.932	1064065.857	613967.7898	1011759.022	338716.3632	1555464.367	1541023.188	762413.0458	7850756.699	860080.862	1975126.151	458997.7608	259560.5152	571944.5871	462888.0725	846802.2121	537179.5508	502419.6815	717129.3425	165458.2066	702011.5441	1162969.299	258773.0719	49018.67809	184541.2734	858329.9327	1808670.708	929548.2778	255662.0268	384418.6511	816689.5067	544417.78	4534203.258	696388.5035	858061.3355	3986909.637	6165355.893	9228782.124	7952513.338	726034.7169	11189260.08	6660399.842	7359892.558	1663566.028	589505.6502	2181387.301	10787429.08	8494701.403	248873.4487	3762198.267	755108.0851	2400897.003	1530987.647	16627174.87	975081.3091	678157.5723	349437.052	565570.2702	15726877.62	547537.9557	597944.1775	578241.0665	636675.6436	468499.5054	379692.2948	579701.5087	2368581.023	224069.1124	576610.4405	1521701.178	820843.0553	241530.8749	350120.5989	102759.6713	80275.38292	613574.3048	507092.6376	906436.1541	272547.6038	1469984.706	529963.7226	1055644.645	592065.1739	84860.81699	687942.8744	988389.8749	1427298.768	505919.3206	591437.8245	485562.8864	563981.3081	915679.881	1039779.017	466137.1876	543365.3017	208692.8444	292271.3825	6884753.913	8534864.311	195034.2316	405220.3907	822665.4397	1028744.936	2429520.025
CHEBI:28940	C27H44O	[H][C@@]1(CC[C@]2([H])[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C	InChI=1S/C27H44O/c1-19(2)8-6-9-21(4)25-15-16-26-22(10-7-17-27(25,26)5)12-13-23-18-24(28)14-11-20(23)3/h12-13,19,21,24-26,28H,3,6-11,14-18H2,1-2,4-5H3/b22-12+,23-13-/t21-,24+,25-,26+,27-/m1/s1	Cholecalciferol					10.52												177215.4439	205652.8456	777681.0943	386827.8256	451045.8265	114862.4732	344764.8097	374111.0266	335568.6903	118628.0882	386258.8811		313758.2383	629299.2623	377257.2769	317356.5427	472692.4758	498944.7153	1192980.206	58987.5244	147062.4162	362638.6699	158130.7689	48985.20273	3187469.113	270973.3625	693854.8709	461422.7682	424888.7899	467622.7981	113090.5199	264890.6918	3375857.163	510542.6043	58171.97039	291948.3682	132270.7651	914942.592	389917.5275	130742.2377	433128.5006	691200.9811	329562.7515	2882120.388	2243206.963	1225097.782	3135667.646	713564.0064	171523.1687	467490.5383	1574940.766	740543.8869	2597265.214	652948.1031	480249.0392	310422.7335	157202.4463	224064.894	237726.2856	559109.47	1631450.099	146968.194	164515.5875	226662.6588	656001.0548	1520311.299	2854574.969	621175.0368	4597938.341	2057213.579	3727251.64	1245325.216	881271.8741	303308.8663	147446.6078	538082.6811	459258.1191	256427.189	57997.16491	71194.68554	265178.9508	3028893.037	1334068.978	150826.5686	134015.0984	190290.0845	118070.0534	87676.15906	486758.8856	99661.83614	300020.0458	292095.7013	364480.2925	338471.6731	227170.991	161713.7481	296624.0533	224242.6589	661275.0116	350327.5535	172273.6509	368311.0282	490843.6716	2781877.916	573398.1504	530626.3476	500503.8521	273674.4419	657941.4669	443050.9725	468015.028	171926.0688	148366.5946	302917.338	420176.8242	271586.1973	301214.2579	237886.8399	319915.3858	3758004.106	266531.6812	198076.7863	231316.1573	350110.7494	995225.8404	1450695.131	582084.0072	741144.525	3689826.018	3060594.885	1857956.866	519332.4557	913512.5269	849347.7188	523715.8669	190708.7083	373799.3679	367353.9877	185680.5865	316174.4762	511242.1437	1394021.665	1483854.039	1121115.805	140849.9793	379655.3022	379262.3164	223467.8449	452347.8547	88483.1691	434060.5738	140338.5385	115312.7007	82499.78374	85039.20458	135487.0452	394876.4422	148660.2146	340238.8848
CHEBI:16175	C27H44O	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C	InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h17-19,22-25H,6-16H2,1-5H3/t19-,22+,23-,24+,25+,26+,27-/m1/s1	Cholest-4-en-3-one					11.219												672824.0274	729553.6428	705813.8385	682279.3032	905760.8068	733638.2748	526609.7933	918851.5833	557596.7353	615561.2151	916637.9439		453530.0855	809387.4444	792997.9361	599981.1493	679764.1348	534837.1802	662959.0369	106008.3302	769111.72	882430.4029	682178.1201	60925.00716	1075203.52	1017827.528	1161889.273	607527.3509	1042187.211	937000.7532	423125.3442	1040544.683	837459.9867	992692.9709	214607.7172	563634.9106	521410.7356	637988.2744	742444.333	940374.4699	1081977.651	1487834.003	1319837.722	728557.5189	1251832.796	914606.153	1026565.099	1281650.807	963380.6959	825046.963	795819.8556	634141.5235	762097.274	640123.4972	730122.8476	644127.759	416802.5794	602733.2752	546787.424	536403.2097	859025.5703	683616.1462	618908.9496	586356.6861	1092154.521	854648.0315	1142268.3	763439.2299	1052656.148	1066164.809	935800.8527	1246282.201	1609460.423	991727.9755	497229.3842	1120537.902	773009.0351	659666.4892	146862.2004	251429.3598	790402.4359	1172784.243	1104397.485	602763.8456	1140286.951	1748108.362	1294603.05	300146.092	1233993.26	1074977.295	633036.8597	884331.7513	954343.0187	578768.2717	1207327.084	912203.3738	629648.5141	1094139.354	681740.9907	703564.3544	363899.9485	656685.5677	1163129.859	755253.0512	530211.7038	788265.3835	783901.3424	2046360.45	654737.5682	1074808.878	1575917.404	1427667.946	804935.2837	1201263.989	897039.87	564305.0427	423683.6408	883643.5696	1101534.605	1574581.905	880604.8219	601265.2073	860503.4738	784443.9146	574666.8299	653567.0251	504972.8617	1290883.858	1001856.922	1242919.995	894313.1646	524582.8263	964532.3129	1104108.791	683497.8999	1960001.964	1279969.427	1376979.262	1165033.269	1018006.275	1395587.232	1450794.065	688065.2619	1179466.366	804782.2822	949402.53	813837.5258	1084045.027	1155961.114	563233.7424	464873.9685	707442.4395	543976.9233	603688.6664	920196.5604	1232560.346	1862568.775	902404.9586	962239.193
CHEBI:22470	C29H50O2			Alpha-tocopherol					11.236												39175429.86	49373274.53	36459784.85	34564467.86	38827543	40053969.66	54020785.57	46735209.97	19135377.98	10307493.58	14387390.54		9431309.468	15425506.62	18529037.05	9705788.114	14412948.95	7996908.052	6912307.1	3744401.341	7134978.436	6167048.708	7099875.056	831402.3625	3471629.256	28058544.65	35171181.77	13679690.95	20088297.63	13247814.07	7850800.5	12237203.24	16578256.28	17709721.84	5055988.894	18708631.38	4923532.04	15826782.63	29173473.1	28465169.31	30700805.12	33966719.79	28418896.17	22299833.9	27704141.12	27452226.28	119712.6317	46122487.69	26430895.8	46061172.27	17611660.93	29283306.82	10283577.53	23749481.29	27739450.53	39367030.46	5741881.21	13530214.62	10660195.88	20825119.76	30156042.59	37069985.33	33977116.67	56298185.58	21259563.86	13226810.99	7924870.218	8594536.913	13940099.14	7417932.505	23298993.93	5211810.405	10288386.11	26440845.23	11744760.15	35039475.65	29976036.02	6937298.199	1250759.823	6904554.384	36175911.18	19828203.41	17074198.42	26610819.75	16526592.11	29212945.15	25459303.41	43664986.03	24288578.21	33468738.94	45712189.18	53969411.17	68240928.89	42498616.64	44349580.33	41555099.07	56730384.98	33581422.74	43253972.68	7730168.332	39922910.81	61253710.55	76394325.92	1391246.951	50903089.55	22374859.86	24682130.19	38538317.63	41408105.5	31237941.74	18232907.63	34942826.1	36844110.97	53920149.85	9114609.307	9610149.768	9573089.13	17465504.14	37027044.9	103228.5169	28699918.03	27225180.11	33047035.25	29028183.04	15635475.84	10478058.73	3703616.522	6022875.042	93765.93098	112867.1905	5638410.541	6188025.423	7604088.32	5416913.107	8606070.569	32912534.21	23911344.01	18652732.96	13646121	24992260.44	34472649.63	16944792.92	10755084.97	4839712.864	13193024.26	34285973.63	36704750.11	24591156.58	33313456.18	10470803.58	6724753.659	10118951.06	41006006.49	62274679.8	25522978.38	28416141.06	30064405.94	30849341.7	38334196.55
CHEBI:78646	C39H79N2O6P	CCCCCCCCCCCCCCCC(=O)N[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)[C@H](O)\C=C\CCCCCCCCCCCCC	InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m0/s1	Palmitoyl sphingomyelin					11.285												765117843.4	557689577.9	726557143.9	625779485.4	622841662.8	755412243.5	661751702.6	831180530.2	861746348.6	626246422.5	791332260.9		833309927	920866239.5	798583463.9	780574357.2	772283646.7	618463385.2	634545948	24821957.51	531330707.8	519880826.7	263796515.2	26329842.37	883658530.8	1028355461	843560351.2	871733857	896159037.8	923221528.1	430507811.3	882671566.8	1091434430	793375496.4	148686713.6	691656686.6	500728904.3	746762141.3	788998451.5	645197263.7	969850168.6	618838431.9	1014311445	400695768.9	885037935.6	514409316.4	702023062.3	673464606.7	658191775	719025309.9	898859959.9	801574585	756334044.3	801557921.7	769237461.3	661876373.6	636022211	605284271.7	381029616.4	790074776.7	816273876.8	730106357.4	974185540.2	803108610.5	952470648.7	1044394752	767763203.1	634302101.7	838380437.9	861587220.6	1011771417	820792862.8	897467829.6	663881763.9	597103611.7	722710958	761242475.2	367914828.2	16057467.69	287785945.4	774266100.9	769474890.1	789479670.8	932736038	395629501.2	885368904.3	732284999.7	491227798.9	691367398.1	788837133.9	552575059.3	725903580.1	564613851.6	682391637.4	588496460	763171366.2	866410403.3	743240642.1	760562118.9	272105076.8	609097233.6	762149987.4	780093212.1	875261262	786311684.8	733939027.7	737407091.3	718683103.9	818253793.4	910192047	923363771.6	714035278.6	959358331.1	575609751.6	655853539.9	581721769	734246096	665410071.1	943279814.7	843582366	755770825.2	869042489.5	693412948.1	913325944.6	513167116.9	688040998.9	639486835.2	697093905.9	799576071.8	780662397	795990532.6	753451955.6	976271766.9	833810379.4	785770702.2	863193165	679502351.8	620422697.3	603205552.1	781379543.5	908658663	704128626.4	717384886	676227877.9	856125699.2	807988637.8	911972125.2	973623089.3	873046333.9	576618786.3	765854124.5	797514064.4	616194851.8	692569295.5	509032594.2	906257012.2	787307181.2	923000227.7	766770914.8
CHEBI:72999	C40H80NO8P	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC	InChI=1S/C40H80NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h38H,6-37H2,1-5H3/t38-/m1/s1	dipalmitoylphosphatidylcholine					11.904												75528834.14	50011255.06	75897625.04	87986268.66	71757806.38	91587377.48	89052919.26	63139326.59	82715597.33	51923611.01	59978990.2		73840705.67	80467333.5	83444228.65	64671538.37	85431044.69	47024688.11	54532270.08	1933372.96	55189016.17	41532222.32	28119403.23	1378030.646	87312343.22	133651651.2	110321223.1	69023271.72	71132718.98	77992180.5	33297899.62	77651372.63	86505850.16	59604148.13	9418584.133	59948082.52	35314332.72	84897448.95	64813062.68	68521141.55	74284943.47	75422983.55	118523049.3	57936430.1	87136593.16	86421662.28	63891987.66	91096642.43	53314199.15	97625524.74	75454527.33	84916460.5	59299593.67	77618921.73	70594479.87	53995843.36	57365375.07	38805593.17	39451264.15	77352179.33	123201620	78365040.47	102704999.6	112443206.5	110868850.8	106061001.4	74997989.66	65474909.48	66629296.09	73153766.47	129351508.8	99538856.62	125950307.6	57910990.27	45245833.98	73367495.89	130783144.6	22508481.76	928244.2916	35440606.32	67774221.07	83020555.98	74096652.18	99098984.09	38153448.71	102980610.5	55098241.74	58188504.15	100300051.2	59966479.53	47169059.05	80987343.84	104975693.5	57255582	75530306.08	96015606.26	92303782.15	71146348.68	80521171.17	29050639.4	70133042.24	81530384.01	104970079	118037869.1	73542434.39	69141418.15	82986811.14	108692571.2	100868610.4	90160788.42	80151848.29	74065324.42	95350517.4	81880321.23	49749288.75	47187668.72	42843263.76	91370903.17	93419761.23	94278069.39	59480364.08	128084245.4	67496623.28	65626613.11	52115620.79	64935051.13	101927753.4	73517959.68	99386568.02	80291482.56	86923549.45	82099366.57	90666615.14	84934346.62	88023151.87	145310258.4	103744014.8	86820493.56	63413846.16	53699192.92	148473125.5	77564680.81	55030459.01	72063734.84	67039699.35	71080031.74	88897518.56	133891209.2	71825917.82	40057590.49	45489675.55	42168614.69	56356182.92	63111336.32	53265748.18	98249544.16	101946193.2	96250480.82	108870891.1
CHEBI:85881	C26H52NO6P	CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](COP(O)(O)=O)NC(=O)CCCCCCC	InChI=1S/C26H52NO6P/c1-3-5-7-9-10-11-12-13-14-15-16-18-19-21-25(28)24(23-33-34(30,31)32)27-26(29)22-20-17-8-6-4-2/h19,21,24-25,28H,3-18,20,22-23H2,1-2H3,(H,27,29)(H2,30,31,32)/b21-19+/t24-,25+/m0/s1	C-8 ceramide-1-phosphate					12.072												13017030.3	12817164.56	13127373.12	15712249	11923822.65	14409169.78	10691667.11	14841313.54	14512689.81	10849540.7	10813936.73		11521231.41	13041670.65	13299353.13	8834047.475	14157412.2	8634120.808	9091296.489	2054196.372	5088650.282	3935431.382	5785584.332	650779.9246	14628515.36	11553877.83	12737974.14	12560535.79	12381902.14	15392626.71	8038668.403	7057431.594	16776573	17099914.02	5551925.891	11142764.54	9387171.317	8871077.038	8820113.007	16336858.82	11590604.08	16768469.15	9473358.287	5460667.34	15042525.29	2671981.585	8537218.611	13357238.53	6021634.175	13719649.85	9564067.469	8410916.963	11541754.76	10100066.56	11518244.54	10491587.74	4776963.089	11853755.84	6525839.343	12425782.91	8829199.81	8710962.127	10564236.44	12856378.46	12274072.02	15865247.91	12701926.06	10662226.77	14779091.78	10998959.08	13806776.39	12924399.37	10345162.1	11542431.61	11479578.83	16456474.55	12910098.61	4562807.369	1633636.066	7907407.467	11690558.98	13495058.25	10612691.52	12840423.6	4153603.053	17202203.15	13040965.18	10971943.59	5883871.646	12439182.5	7920334.998	9675383.308	11819978.33	11607514.82	9188730.576	10000400.09	12982237.1	10900838.04	11014182.15	7048426.195	9582533.125	11370476.54	12175266.42	12732606.9	11048854.68	12445215.33	12437087.77	8009548.391	15611549.05	13852012.86	10384386.32	11140595.93	15748042.25	12374759.69	9105081.626	7649627.036	9919536.644	4602738.504	13839223.15	11823703.06	13282169.34	11860530.21	15574257.8	10425885.67	3401787.082	11455768.35	13252370.47	11332986.33	10517238.9	11521462.77	13700795.89	9717262.159	13782198.54	16086859.74	15000717.77	7503280.95	17335078.24	3699309.105	6838491.886	10290195.64	15080940.41	13950557.47	13379586.32	14252107.08	12816993.56	15685042.31	14725521.23	14981800.55	15614721.91	12511600.19	6931826.137	10505964.19	11069618.26	11998541.49	6325331.864	13362706.75	14303739.59	11801662.66	11666897.74
