"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"17203","Proline","HMDB0000162","145742","17203","C00148","29","OC(=O)[C@@H]1CCCN1","1"
"1606","Methylimidazoleacetic acid","HMDB0002820","75810","1606","C05828","3774","CN1C=NC(CC(O)=O)=C1","1"
"44813","NA","NA","NA","NA","NA","NA","NA","0"
"16543","N2-Acetylornithine","HMDB0003357","439232","16543","C00437",NA,"CC(=O)N[C@@H](CCCN)C(O)=O","1"
"16924","NA","NA","NA","NA","NA","NA","NA","0"
"35704","N-alpha-Acetyl-L-lysine","HMDB0000446","92907","35704","C12989","5435","CC(=O)N[C@@H](CCCCN)C(O)=O","1"
"25017","NA","NA","NA","NA","NA","NA","NA","0"
"73024","DL-Acetylcarnitine","HMDB0240773","1","73024",NA,NA,"CC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"74791","NA","NA","NA","NA","NA","NA","NA","0"
"16347","L-Carnitine","HMDB0000062","10917","16347","C00487","52","C[N+](C)(C)C[C@H](O)CC(O)=O","1"
"28939","Acetylcysteine","HMDB0001890","12035","28939","C06809","784","CC(=O)N[C@@H](CS)C(O)=O","1"
"27266","D-Valine","HMDB0250806","1182","27266","C16436",NA,"CC(C)C(N)C(O)=O","1"
"73701","Valylproline","HMDB0029135","9837272","73701",NA,NA,"CC(C)[C@H](N)C(=O)N1CCC[C@H]1C(O)=O","1"
"30833","NA","NA","NA","NA","NA","NA","NA","0"
"167720","NA","NA","NA","NA","NA","NA","NA","0"
"40992","N-Acetyl-L-alanine","HMDB0000766","88064","40992",NA,"5733","C[C@H](NC(C)=O)C(O)=O","1"
"42191","Edetic Acid","HMDB0015109","6049","42191","C00284",NA,"OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O","1"
"86564","NA","NA","NA","NA","NA","NA","NA","0"
"16313","D-Proline","HMDB0003411","8988","16313","C00763",NA,"OC(=O)[C@H]1CCCN1","1"
"86534","1-Aminocyclohexanecarboxylic acid","HMDB0243822","1366","86534",NA,NA,"NC1(CCCCC1)C(O)=O","1"
"43029","Dihydrobiopterin","HMDB0000038","119055","43029","C00268","5106","C[C@H](O)[C@H](O)C1=NC2=C(NC1)NC(N)=NC2=O","1"
"36751","Pyrrole-2-carboxylic acid","HMDB0004230","12473","36751","C05942","3787","OC(=O)C1=CC=CN1","1"
"27226","NA","NA","NA","NA","NA","NA","NA","0"
"49033","D-Methionine (S)-S-oxide","HMDB0250776","847","49033",NA,NA,"CS(=O)CCC(N)C(O)=O","1"
"16643","Methionine","HMDB0000696","6137","16643","C00073","5664","CSCC[C@H](N)C(O)=O","1"
"15344","Acetoacetic acid","HMDB0000060","96","15344","C00164","276","CC(=O)CC(O)=O","1"
"17154","Niacinamide","HMDB0001406","936","17154","C00153","1497","NC(=O)C1=CC=CN=C1","1"
"17368","Hypoxanthine","HMDB0000157","790","17368","C00262","83","OC1=NC=NC2=C1NC=N2","1"
"16440","N-methyl-L-glutamic Acid","HMDB0062660","439377","16440","C01046",NA,"CN[C@@H](CCC(O)=O)C(O)=O","1"
"17895","L-Tyrosine","HMDB0000158","6057","17895","C00082","34","N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","1"
"16010","NA","NA","NA","NA","NA","NA","NA","0"
"18176","NA","NA","NA","NA","NA","NA","NA","0"
"167723","NA","NA","NA","NA","NA","NA","NA","0"
"17568","Uracil","HMDB0000300","1174","17568","C00106","258","O=C1NC=CC(=O)N1","1"
"15570","D-Alanine","HMDB0001310","71080","15570","C00133",NA,"C[C@@H](N)C(O)=O","1"
"18347","L-Norleucine","HMDB0001645","21236","18347","C01933","6334","CCCC[C@H](N)C(O)=O","1"
"30830","4-Hydroxybutyric acid","HMDB0000710","10413","30830","C00989","5678","OCCCC(O)=O","1"
"68641","NA","NA","NA","NA","NA","NA","NA","0"
"16040","Cytosine","HMDB0000630","597","16040","C00380","283","NC1=CC=NC(=O)N1","1"
"17191","Isoleucine","HMDB0000172","6306","17191","C00407","5193","CC[C@H](C)[C@H](N)C(O)=O","1"
"27468","Dihydrothymine","HMDB0000079","676414","27468","C00906","5135","C[C@H]1CNC(=O)NC1=O","1"
"28867","NA","NA","NA","NA","NA","NA","NA","0"
"16335","Adenosine","HMDB0000050","60961","16335","C00212","86","NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1","1"
"73040","O-Glutarylcarnitine","HMDB0240779","71464488","73040",NA,NA,"C[N+](C)(C)CC(CC([O-])=O)OC(=O)CCCC(O)=O","1"
"16235","Guanine","HMDB0000132","764","16235","C00242","315","NC1=NC(=O)C2=C(N1)N=CN2","1"
"17780","5-Hydroxy-L-tryptophan","HMDB0000472","439280","17780","C00643",NA,"N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O","1"
"167725","NA","NA","NA","NA","NA","NA","NA","0"
"143592","NA","NA","NA","NA","NA","NA","NA","0"
"73244","Methyl 2-aminobenzoate","HMDB0029703","8635","73244",NA,NA,"COC(=O)C1=CC=CC=C1N","1"
"167727","NA","NA","NA","NA","NA","NA","NA","0"
"167729","NA","NA","NA","NA","NA","NA","NA","0"
"69187","Methyl hexadecanoic acid","HMDB0061859","8181","69187","C16995",NA,"CCCCCCCCCCCCCCCC(=O)OC","1"
"167731","NA","NA","NA","NA","NA","NA","NA","0"
"22470","alpha-Tocopherol succinate","HMDB0033685","425400","22470",NA,NA,"CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(C)C(OC(=O)CCC(O)=O)=C(C)C(C)=C2O1","1"
"28940","Vitamin D3","HMDB0000876","5280795","28940","C05443","222","[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C","1"
"16175","Cholestenone","HMDB0000921","91477","16175","C00599","3898","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","1"
"78646","SM(d18:1/16:0)","HMDB0010169","9939941","78646","C00550",NA,"[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"72999","PC(32:0)","HMDB0000564","452110","72999","C00157","5548","[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC","1"
"85881","CerP(d18:1/8:0)",NA,"10864091","85881",NA,NA,"CCCCCCCCCCCCC/C=C/(O)(COP(=O)(O)O)NC(=O)CCCCCCC","1"
"16031","Indole-3-acetamide","HMDB0029739","397","16031","C02693",NA,"NC(=O)CC1=CNC2=C1C=CC=C2","1"
"17405","4-Pyridoxic acid","HMDB0000017","6723","17405","C00847","239","CC1=NC=C(CO)C(C(O)=O)=C1O","1"
"17596","Inosine","HMDB0000195","6021","17596","C00294","84","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(O)N=CN=C12","1"
"82913","3-O-Methyl-a-methyldopa","HMDB0060747","9307","82913","C07096",NA,"COC1=C(O)C=CC(C[C@H](N)C(O)=O)=C1","1"
"68566","Methylglutaric acid","HMDB0000752","12284","68566",NA,"5720","CC(CC(O)=O)CC(O)=O","1"
"138746","NA","NA","NA","NA","NA","NA","NA","0"
"68583","NA","NA","NA","NA","NA","NA","NA","0"
"48991","7-Methylxanthine","HMDB0001991","68374","48991","C16353",NA,"CN1C=NC2=C1C(=O)NC(=O)N2","1"
"68441","1-Methyluric acid","HMDB0003099","69726","68441","C16359","2821","CN1C(=O)NC2=C(NC(=O)N2)C1=O","1"
"16713","Isoxanthopterin","HMDB0000704","10729","16713","C03975","5672","NC1=NC(=O)C2=C(N1)NC(=O)C=N2","1"
"17957","5-(2-Hydroxyethyl)-4-methylthiazole","HMDB0032985","1136","17957","C04294",NA,"CC1=C(CCO)SC=N1","1"
"74879","NA","NA","NA","NA","NA","NA","NA","0"
"21803","1-Methylguanine","HMDB0003282","70315","21803","C04152","3778","CN1C(N)=NC2=C(NC=N2)C1=O","1"
"84058","Ophthalmic acid","HMDB0005765","7018721","84058","C21016",NA,"CC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O","1"
"116931","Nipecotic acid","HMDB0255618","4498","116931",NA,NA,"OC(=O)C1CCCNC1","1"
"27823","5-Hydroxyindoleacetic acid","HMDB0000763","1826","27823","C05635","2975","OC(=O)CC1=CNC2=C1C=C(O)C=C2","1"
"48981","NA","NA","NA","NA","NA","NA","NA","0"
"16545","delta-Valerolactone","HMDB0250981","10953","16545","C02240",NA,"O=C1CCCCO1","1"
"16946","Kynurenine","HMDB0000684","161166","16946","C00328","72","N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O","1"
"62205","NA","NA","NA","NA","NA","NA","NA","0"
"167734","NA","NA","NA","NA","NA","NA","NA","0"
"167736","NA","NA","NA","NA","NA","NA","NA","0"
"16974","Imidazoleacetic acid","HMDB0002024","96215","16974","C02835","6445","OC(=O)CC1=CN=CN1","1"
"19229","NA","NA","NA","NA","NA","NA","NA","0"
"1582","NA","NA","NA","NA","NA","NA","NA","0"
"143244","NA","NA","NA","NA","NA","NA","NA","0"
"17295","Phenylalanine","HMDB0000159","6140","17295","C00079","28","N[C@@H](CC1=CC=CC=C1)C(O)=O","1"
"4743","NA","NA","NA","NA","NA","NA","NA","0"
"15956","Biotin","HMDB0000030","171548","15956","C00120","243","[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2","1"
"16410","Pyridoxamine","HMDB0001431","1052","16410","C00534","238","CC1=C(O)C(CN)=C(CO)C=N1","1"
"167738","NA","NA","NA","NA","NA","NA","NA","0"
"16020","1-Methyladenosine","HMDB0003331","27476","16020","C02494","6888","CN1C=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=N","1"
"63798","Isovanillic acid","HMDB0060003","12575","63798",NA,NA,"COC1=CC=C(C=C1O)C(O)=O","1"
"17645","4-Acetamidobutanoic acid","HMDB0003681","18189","17645","C02946",NA,"CC(=O)NCCCC(O)=O","1"
"68578","NA","NA","NA","NA","NA","NA","NA","0"
"21484","NA","NA","NA","NA","NA","NA","NA","0"
"167740","NA","NA","NA","NA","NA","NA","NA","0"
"134622","NA","NA","NA","NA","NA","NA","NA","0"
"4109","D-Cathine",NA,"10498","4109","C08300",NA,NA,"1"
"24702","NA","NA","NA","NA","NA","NA","NA","0"
"28946","Theobromine","HMDB0002825","5429","28946","C07480","1456","CN1C=NC2=C1C(O)=NC(=O)N2C","1"
"18257","2,5-Diaminopentanoic acid",NA,"389","18257","C01602",NA,"NCCCC(N)C(=O)O","1"
"143163","NA","NA","NA","NA","NA","NA","NA","0"
"165873","NA","NA","NA","NA","NA","NA","NA","0"
"33569","NA","NA","NA","NA","NA","NA","NA","0"
"7916","3-[[(2S)-2,4-Dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid","HMDB0250782","988","7916",NA,NA,"CC(C)(CO)C(O)C(O)=NCCC(O)=O","1"
"18132","Phosphorylcholine","HMDB0001565","1014","18132","C00588","6326","C[N+](C)(C)CCOP(O)(O)=O","1"
"16204","1,3,5-Trihydroxybenzene","HMDB0013675","359","16204","C02183",NA,"OC1=CC(O)=CC(O)=C1","1"
"125610","NA","NA","NA","NA","NA","NA","NA","0"
"53016","Sulfamethoxazole N4-hydroxylamine","HMDB0013852","114821","53016",NA,NA,"CC1=CC(NS(=O)(=O)C2=CC=C(NO)C=C2)=NO1","1"
"167742","NA","NA","NA","NA","NA","NA","NA","0"
"17361","Cytidine monophosphate","HMDB0000095","6131","17361","C00055","5143","NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O","1"
"36090","NA","NA","NA","NA","NA","NA","NA","0"
"16583","Diacetyl","HMDB0003407","650","16583","C00741","6921","CC(=O)C(C)=O","1"
"50694","Minocycline","HMDB0015152","54675783","50694","C07225",NA,"[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2","1"
"16709","Pyridoxine","HMDB0000239","1054","16709","C00314","5245","CC1=C(O)C(CO)=C(CO)C=N1","1"
"35581","NA","NA","NA","NA","NA","NA","NA","0"
"140761","NA","NA","NA","NA","NA","NA","NA","0"
"143235","NA","NA","NA","NA","NA","NA","NA","0"
"27897","(±)-Tryptophan","HMDB0030396","1148","27897","C00806",NA,"NC(CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"132244","Indoleacrylic acid","HMDB0000734","5375048","132244",NA,"5702","OC(=O)\C=C\C1=CNC2=C1C=CC=C2","1"
"16828","L-Tryptophan","HMDB0000929","6305","16828","C00078","5879","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"44747","Homogentisic acid","HMDB0000130","780","44747","C00544","331","OC(=O)CC1=C(O)C=CC(O)=C1","1"
"167744","NA","NA","NA","NA","NA","NA","NA","0"
"30753","p-Aminobenzoic acid","HMDB0001392","978","30753","C00568","3261","NC1=CC=C(C=C1)C(O)=O","1"
"9008","Salicyluric acid","HMDB0000840","10253","9008","C07588","617","OC(=O)CNC(=O)C1=C(O)C=CC=C1","1"
"136805","3-Methoxybenzaldehyde","HMDB0031459","11569","136805",NA,NA,"COC1=CC(C=O)=CC=C1","1"
"25858","Paraxanthine","HMDB0001860","4687","25858","C13747","1457","CN1C=NC2=C1C(=O)N(C)C(=O)N2","1"
"48943","2-Methylpropanal","HMDB0031243","6561","48943","C03219",NA,"CC(C)C=O","1"
"28794","Coumarin","HMDB0001218","323","28794","C05851","3525","O=C1OC2=CC=CC=C2C=C1","1"
"102484","Sulfisoxazole","HMDB0014408","5344","102484","C07318",NA,"CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C","1"
"31697","1,3-Dihydro-(2H)-indol-2-one","HMDB0061918","321710","31697","C12312",NA,"O=C1CC2=CC=CC=C2N1","1"
"167746","NA","NA","NA","NA","NA","NA","NA","0"
"17509","5'-Methylthioadenosine","HMDB0001173","439176","17509","C00170","3425","CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N","1"
"21563","N-Acetyl-L-tyrosine","HMDB0000866","68310","21563","C01657",NA,"CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","1"
"7563","Nicotinuric acid","HMDB0003269","68499","7563","C05380","1499","OC(=O)CNC(=O)C1=CN=CC=C1","1"
"28177","Theophylline","HMDB0001889","2153","28177","C07130","1458","CN1C2=C(NC=N2)C(=O)N(C)C1=O","1"
"73830","Aspartylphenylalanine","HMDB0000706","93078","73830",NA,"5674","N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O","1"
"73580","Leucylproline","HMDB0011175","80817","73580",NA,NA,"CC(C)C[C@H](N)C(=O)N1CCC[C@H]1C(O)=O","1"
"28579","Epsilon-caprolactam","HMDB0062769","7768","28579","C06593",NA,"O=C1CCCCCN1","1"
"165231","NA","NA","NA","NA","NA","NA","NA","0"
"1015","2-Aminobenzenesulfonic acid","HMDB0304940","6926","1015","C06333",NA,"NC1=CC=CC=C1S(O)(=O)=O","1"
"167747","NA","NA","NA","NA","NA","NA","NA","0"
"27794","Isoferulic acid","HMDB0000955","736186","27794","C10470","5901","COC1=C(O)C=C(\C=C\C(O)=O)C=C1","1"
"167749","NA","NA","NA","NA","NA","NA","NA","0"
"10072","Xanthurenic acid","HMDB0000881","5699","10072","C02470","5841","OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1","1"
"125678","N-Acetyldopamine","HMDB0041943","100526","125678",NA,NA,"CC(O)=NCCC1=CC(O)=C(O)C=C1","1"
"135071","NA","NA","NA","NA","NA","NA","NA","0"
"94764","NA","NA","NA","NA","NA","NA","NA","0"
"113","Salsolinol","HMDB0042012","91588","113","C09642",NA,"[H][C@@]1(C)NCCC2=CC(O)=C(O)C=C12","1"
"28483","N-Acetylhistamine","HMDB0013253","69602","28483","C05135",NA,"CC(=O)NCCC1=CN=CN1","1"
"16353","Sinapine","HMDB0029379","89287","16353","C00933",NA,"COC1=CC(\C=C\C(=O)OCC[N+](C)(C)C)=CC(OC)=C1O","1"
"71182","NA","NA","NA","NA","NA","NA","NA","0"
"30763","4-Hydroxybenzoic acid","HMDB0000500","135","30763","C00156","5486","OC(=O)C1=CC=C(O)C=C1","1"
"68329","Syringic acid","HMDB0002085","10742","68329","C10833","2256","COC1=CC(=CC(OC)=C1O)C(O)=O","1"
"1904","4-Methylumbelliferone glucuronide","HMDB0240464","91553","1904","C11584",NA,"[H][C@@]1(OC2=CC3=C(C=C2)C(C)=CC(=O)O3)O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O","1"
"18386","Quinaldic acid","HMDB0000842","7124","18386","C06325","5805","OC(=O)C1=NC2=C(C=CC=C2)C=C1","1"
"18344","Kynurenic acid","HMDB0000715","3845","18344","C01717","5683","OC(=O)C1=CC(=O)C2=CC=CC=C2N1","1"
"167751","NA","NA","NA","NA","NA","NA","NA","0"
"16259","N-Acetyl-L-phenylalanine","HMDB0000512","74839","16259","C03519","5498","CC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O","1"
"132966","NA","NA","NA","NA","NA","NA","NA","0"
"167753","NA","NA","NA","NA","NA","NA","NA","0"
"167755","NA","NA","NA","NA","NA","NA","NA","0"
"167757","NA","NA","NA","NA","NA","NA","NA","0"
"16296","D-Tryptophan","HMDB0013609","9060","16296","C00525",NA,"N[C@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"18101","p-Hydroxyphenylacetic acid","HMDB0000020","127","18101","C00642","130","OC(=O)CC1=CC=C(O)C=C1","1"
"15729","Ornithine","HMDB0000214","6262","15729","C00077","27","NCCC[C@H](N)C(O)=O","1"
"17973","Galactose 1-phosphate","HMDB0000645","123912","17973","C00446","5618","OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O","1"
"167759","NA","NA","NA","NA","NA","NA","NA","0"
"167761","NA","NA","NA","NA","NA","NA","NA","0"
"17786","N-Acetyl-Leu","HMDB0011756","70912","17786","C02710",NA,"CC(C)C[C@H](NC(C)=O)C(O)=O","1"
"167764","NA","NA","NA","NA","NA","NA","NA","0"
"27732","Caffeine","HMDB0001847","2519","27732","C07481","1455","CN1C=NC2=C1C(=O)N(C)C(=O)N2C","1"
"18183","Pyroglutamic acid","HMDB0000267","7405","18183","C01879","3251","OC(=O)[C@@H]1CCC(=O)N1","1"
"17884","Phenylacetylglutamine","HMDB0006344","92258","17884","C04148",NA,"NC(=O)CC[C@H](NC(=O)CC1=CC=CC=C1)C(O)=O","1"
"17597","4-Hydroxybenzaldehyde","HMDB0011718","126","17597","C00633",NA,"OC1=CC=C(C=O)C=C1","1"
"41117","N-benzylformamide","HMDB0304423",NA,"41117","C15561",NA,"O=CNCC1=CC=CC=C1","1"
"21557","N-Acetyl-L-methionine","HMDB0011745","448580","21557","C02712",NA,"CSCC[C@H](NC(C)=O)C(O)=O","1"
"167765","NA","NA","NA","NA","NA","NA","NA","0"
"49285","Hydrosorbic acid",NA,"5282708","49285",NA,NA,"CC/C=C/CC(=O)O","1"
"17310","Pyridoxal","HMDB0001545","1050","17310","C00250","6312","CC1=NC=C(CO)C(C=O)=C1O","1"
"490095","Aesculetin","HMDB0030819","5281416","490095","C09263",NA,"OC1=C(O)C=C2C=CC(=O)OC2=C1","1"
"167767","NA","NA","NA","NA","NA","NA","NA","0"
"4047","Cysteinylglycine","HMDB0000078","439498","4047","C01419","5134","N[C@@H](CS)C(=O)NCC(O)=O","1"
"167769","NA","NA","NA","NA","NA","NA","NA","0"
"167772","NA","NA","NA","NA","NA","NA","NA","0"
"17890","Tryptophol","HMDB0003447","10685","17890","C00955","6932","OCCC1=CNC2=C1C=CC=C2","1"
"17620","Ferulic acid","HMDB0000954","445858","17620","C01494","4156","COC1=C(O)C=CC(\C=C\C(O)=O)=C1","1"
"17488","Scopoletin","HMDB0034344","5280460","17488","C01752",NA,"COC1=C(O)C=C2OC(=O)C=CC2=C1","1"
"167773","NA","NA","NA","NA","NA","NA","NA","0"
"15765","DOPA","HMDB0000181","6047","15765","C00355","42","N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O","1"
"4903","17a-Ethynylestradiol","HMDB0001926","5991","4903","C07534","6392","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","1"
"167776","NA","NA","NA","NA","NA","NA","NA","0"
"27480","Phenylacetylglycine","HMDB0000821","68144","27480","C05598","4237","OC(=O)CNC(=O)CC1=CC=CC=C1","1"
"9055","Scoparone","HMDB0030818","8417","9055","C09311",NA,"COC1=C(OC)C=C2C=CC(=O)OC2=C1","1"
"68234","NA","NA","NA","NA","NA","NA","NA","0"
"35616","NA","NA","NA","NA","NA","NA","NA","0"
"39713","NA","NA","NA","NA","NA","NA","NA","0"
"30754","2-Aminobenzoic acid","HMDB0001123","227","30754","C00108","6018","NC1=CC=CC=C1C(O)=O","1"
"29672","Resorcinol monoacetate","HMDB0257165","5055","29672","C12064",NA,"CC(=O)OC1=CC=CC(O)=C1","1"
"36773","D-Camphor","HMDB0303206","2537","36773","C18369",NA,"CC1(C)C2CCC1(C)C(=O)C2","1"
"167778","NA","NA","NA","NA","NA","NA","NA","0"
"9332","Sulfamethoxazole","HMDB0015150","5329","9332","C07315",NA,"CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1","1"
"15714","Sinapic acid","HMDB0032616","637775","15714","C00482",NA,"COC1=CC(\C=C\C(O)=O)=CC(OC)=C1O","1"
"135451","NA","NA","NA","NA","NA","NA","NA","0"
"40813","p-Anisic acid","HMDB0001101","7478","40813","C02519",NA,"COC1=CC=C(C=C1)C(O)=O","1"
"43572","Kojic acid","HMDB0032923","3840","43572","C14516",NA,"OCC1=CC(=O)C(O)=CO1","1"
"16914","Salicylic acid","HMDB0001895","338","16914","C00805","616","OC(=O)C1=C(O)C=CC=C1","1"
"62685","norfentanyl","HMDB0061006","259381","62685",NA,NA,"CCC(=O)N(C1CCNCC1)C1=CC=CC=C1","1"
"68451","Alpha-Hydroxyhippuric acid","HMDB0002404","450272","68451",NA,"6667","OC(NC(=O)C1=CC=CC=C1)C(O)=O","1"
"8822","NA","NA","NA","NA","NA","NA","NA","0"
"16015","Glutamic acid","HMDB0000148","33032","16015","C00025","5174","N[C@@H](CCC(O)=O)C(O)=O","1"
"17362","Quinoline","HMDB0033731","7047","17362","C06413",NA,"C1=CC=C2N=CC=CC2=C1","1"
"167780","NA","NA","NA","NA","NA","NA","NA","0"
"16411","Indoleacetic acid","HMDB0000197","802","16411","C00954","5211","OC(=O)CC1=CNC2=C1C=CC=C2","1"
"167782","NA","NA","NA","NA","NA","NA","NA","0"
"71166","NA","NA","NA","NA","NA","NA","NA","0"
"16535","NA","NA","NA","NA","NA","NA","NA","0"
"16552","N-Formyl-L-methionine","HMDB0001015","439750","16552","C03145","5945","CSCC[C@H](NC=O)C(O)=O","1"
"167785","NA","NA","NA","NA","NA","NA","NA","0"
"165393","NA","NA","NA","NA","NA","NA","NA","0"
"70749","NA","NA","NA","NA","NA","NA","NA","0"
"2814","Arecoline","HMDB0030353","2230","2814","C10129",NA,"COC(=O)C1=CCCN(C)C1","1"
"70976","N-Acetyl-D-tryptophan","HMDB0255052","2002","70976",NA,NA,"CC(O)=NC(CC1=CNC2=CC=CC=C12)C(O)=O","1"
"6389","NA","NA","NA","NA","NA","NA","NA","0"
"167787","NA","NA","NA","NA","NA","NA","NA","0"
"68352","Isoquercitrin","HMDB0037362","5280804","68352","C05623",NA,"OC[C@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O","1"
"75145","DL-2-Aminooctanoic acid","HMDB0000991","69522","75145",NA,"5923","CCCCCCC(N)C(O)=O","1"
"28918","Epinephrine","HMDB0000068","5816","28918","C00788","5127","CNC[C@H](O)C1=CC(O)=C(O)C=C1","1"
"167789","NA","NA","NA","NA","NA","NA","NA","0"
"40237","Sitagliptin","HMDB0015390","4369359","40237",NA,NA,"N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F","1"
"167791","NA","NA","NA","NA","NA","NA","NA","0"
"64417","NA","NA","NA","NA","NA","NA","NA","0"
"133094","L,L-Cyclo(leucylprolyl)","HMDB0034276","7074739","133094",NA,NA,"[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)NC2=O","1"
"16375","D-Cysteine","HMDB0003417","92851","16375","C00793",NA,"N[C@H](CS)C(O)=O","1"
"26271","DL-Proline","HMDB0251528","614","26271","C16435",NA,"OC(=O)C1CCCN1","1"
"35697","trans-Cinnamic acid","HMDB0000930","444539","35697","C10438","5880","OC(=O)\C=C\C1=CC=CC=C1","1"
"167793","NA","NA","NA","NA","NA","NA","NA","0"
"167795","NA","NA","NA","NA","NA","NA","NA","0"
