pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Methionine and cysteine metabolism	9	32	0.052768674901268804	E1530,E168,E1531,E288,E71,E275,E492,E710,E495	C00170,C00065/C00740,C00170,,C02218,C00232/C06002/C00349/C00109,C01180,3spyr,C00217/C00025/C05938	5-Methylthioadenosine$L-Serine/D-Serine$5-Methylthioadenosine$$2-Aminoacrylate; Dehydroalanine$Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate/(S)-Methylmalonate semialdehyde/2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde/2-Oxobutanoate$2-keto-4-methylthiobutyrate$3-Sulfopyruvate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde
3-oxo-10R-octadecatrienoate beta-oxidation	3	7	0.058314427359045455	E1446,E1361,E1567	,,	$$
Linoleate metabolism	10	38	0.062095622216620454	E1722,E1661,E545,E1453,E737,E1454,E86,E624,E1526,E61	,,C06426/C06427,C01595,,C01595,,C04717/C14827,C14826/C14825,	$$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$linoleic acid (all cis C18:2) n-6$$linoleic acid (all cis C18:2) n-6$$(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid/9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid/9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid$
Heparan sulfate degradation	2	4	0.07789261406604488	E1175,E1174	C01074/C00645/C00140,C01074/C00645/C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Omega-6 fatty acid metabolism	2	4	0.07789261406604488	E573,E1767	C00219,tetpent6/CE4839/tetpent3	arachidonic acid$tetracosapentaenoic acid, n-6/6,9,12,15,18-all-cis-tetracosapentaenoate/tetracosapentaenoic acid, n-3
Omega-3 fatty acid metabolism	3	8	0.08469876480967986	E407,E545,E406	C16300,C06426/C06427,C16300	Stearidonic acid; 6,9,12,15-Octadecatetraenoic acid; (6Z,9Z,12Z,15Z)-Octadecatetraenoic acid$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$Stearidonic acid; 6,9,12,15-Octadecatetraenoic acid; (6Z,9Z,12Z,15Z)-Octadecatetraenoic acid
Aminosugars metabolism	3	8	0.08469876480967986	E495,E1175,E1174	C00217/C00025/C05938,C01074/C00645/C00140,C01074/C00645/C00140	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Urea cycle/amino group metabolism	8	31	0.09444584488698429	E313,E1530,E1531,E57,E201,E595,E613,E495	,C00170,C00170,C00086,,C01165/C01157/C00430/C03440/C01110,C00049/C00402,C00217/C00025/C05938	$5-Methylthioadenosine$5-Methylthioadenosine$Urea$$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$L-Aspartate/D-Aspartate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde
Carbon fixation	1	1	0.09898327871607428	E613	C00049/C00402	L-Aspartate/D-Aspartate
Glycosphingolipid metabolism	8	33	0.12007394336610369	E1544,E168,E1534,E1387,E418,E1388,E1367,E1824	C00836,C00065/C00740,C02934/C00319,C00517,C00346,C00517,C00249,C01120	Sphinganine$L-Serine/D-Serine$3-Dehydrosphinganine/Sphingosine$Hexadecanal$Ethanolamine phosphate$Hexadecanal$Hexadecanoate (n-C16:0)$Sphinganine 1-phosphate
Sialic acid metabolism	3	10	0.13881186454919756	E1175,E168,E1174	C01074/C00645/C00140,C00065/C00740,C01074/C00645/C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine$L-Serine/D-Serine$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Aspartate and asparagine metabolism	9	40	0.1466263339215192	E57,E275,E611,E930,E595,E613,E347,E318,E495	C00086,C00232/C06002/C00349/C00109,,,C01165/C01157/C00430/C03440/C01110,C00049/C00402,C02642/C00152,C01879/C04281/C04282,C00217/C00025/C05938	Urea$Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate/(S)-Methylmalonate semialdehyde/2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde/2-Oxobutanoate$$$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$L-Aspartate/D-Aspartate$N-Carbamoyl-beta-alanine/L-Asparagine$5-Oxoproline/L-1-Pyrroline-3-hydroxy-5-carboxylate/1-Pyrroline-4-hydroxy-2-carboxylate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde
Arachidonic acid metabolism	7	31	0.1675489454667675	E765,E1687,E1922,E545,E1644,E573,E495	C05356/C05966/C05965/C14813/C04849/C14781,CE2567,leuktrE4,C06426/C06427,C04805/C04742/C14749/C14748/C14778/C14770/C14771/C14769/C14768,C00219,C00217/C00025/C05938	5-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoate/15(S)-HPETE; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoic acid; 15-Hydroperoxyeicosatetraenoate; 15-Hydroperoxyicosatetraenoate; 15-Hydroperoxyeicosatetraenoic acid; 15-Hydroperoxyicosatetraenoic acid; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoate/12(S)-HPETE; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoate; 12-Hydroperoxyeicosatetraenoate; 12-Hydroperoxyicosatetraenoate; 12-Hydroperoxyeicosatetraenoic acid; 12-Hydroperoxyicosatetraenoic acid/11H-14,15-EETA; 11-Hydroxy-14,15-EETA; 11-Hydroxy-14,15-epoxyeicosatrienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyicosa-5,8,12-trienoic acid/(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoic acid; (5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoate; Hepoxilin A3/15H-11,12-EETA; 15-Hydroxy-11,12-epoxyeicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyeicosa-5,8,13-trienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyicosa-5,8,13-trienoic acid$5(S),6(S)-epoxy-15(S)-hydroxy-7E,9E,11Z,13E-eicosatetraenoic acid anion$leukotriene E4$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$5-Hydroxyeicosatetraenoate/(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate; (15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate; (5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid; 15(S)-HETE/19(S)-HETE; (19S)-Hydroxyeicosatetraenoic acid; (19S)-Hydroxyicosatetraenoic acid; (19S)-Hydroxy arachidonic acid/20-Hydroxyeicosatetraenoic acid/16(R)-HETE; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyeicosa-5,8,11,14-tetraenoic acid; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyicosa-5,8,11,14-tetraenoic acid/11,12-EET/14,15-EET; (5Z,8Z,11Z)-14,15-Epoxyeicosa-5.8.11-trienoic acid; (5Z,8Z,11Z)-14,15-Epoxyicosa-5.8.11-trienoic acid/8,9-EET; (5Z,11Z,14Z)-8,9-Epoxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Epoxyicosa-5,11,14-trienoic acid/5,6-EET; (8Z,11Z,14Z)-5,6-Epoxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Epoxyicosa-8,11,14-trienoic acid$arachidonic acid$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde
Selenoamino acid metabolism	3	11	0.16922947651457862	E1938,E168,E275	,C00065/C00740,C00232/C06002/C00349/C00109	$L-Serine/D-Serine$Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate/(S)-Methylmalonate semialdehyde/2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde/2-Oxobutanoate
Pyrimidine metabolism	6	26	0.1696496092765314	E1892,E1626,E275,E613,E347,E495	,,C00232/C06002/C00349/C00109,C00049/C00402,C02642/C00152,C00217/C00025/C05938	$$Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate/(S)-Methylmalonate semialdehyde/2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde/2-Oxobutanoate$L-Aspartate/D-Aspartate$N-Carbamoyl-beta-alanine/L-Asparagine$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde
Vitamin D	1	2	0.17746407864885302	E1010	C01802/C00599/C05437/C05439/C01164/C05443	Desmosterol; 24-Dehydrocholesterol; Cholesta-5,24-dien-3beta-ol/Cholest-4-en-3-one; Cholestenone; 4-Cholesten-3-one/Zymosterol; delta8,24-Cholestadien-3beta-ol; 5alpha-Cholesta-8,24-dien-3beta-ol/5alpha-Cholesta-7,24-dien-3beta-ol/Cholesta-5,7-dien-3beta-ol; 7-Dehydrocholesterol; Provitamin D3/Vitamin D3; Cholecalciferol
Pentose and Glucuronate Interconversions	1	2	0.17746407864885302	E560		
Glycerophospholipid metabolism	12	58	0.18107722040164692	E1544,E647,E168,E1534,E545,E418,E425,E1453,E1644,E1454,E573,E1824	C00836,,C00065/C00740,C02934/C00319,C06426/C06427,C00346,,C01595,C04805/C04742/C14749/C14748/C14778/C14770/C14771/C14769/C14768,C01595,C00219,C01120	Sphinganine$$L-Serine/D-Serine$3-Dehydrosphinganine/Sphingosine$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate$Ethanolamine phosphate$$linoleic acid (all cis C18:2) n-6$5-Hydroxyeicosatetraenoate/(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate; (15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate; (5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid; 15(S)-HETE/19(S)-HETE; (19S)-Hydroxyeicosatetraenoic acid; (19S)-Hydroxyicosatetraenoic acid; (19S)-Hydroxy arachidonic acid/20-Hydroxyeicosatetraenoic acid/16(R)-HETE; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyeicosa-5,8,11,14-tetraenoic acid; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyicosa-5,8,11,14-tetraenoic acid/11,12-EET/14,15-EET; (5Z,8Z,11Z)-14,15-Epoxyeicosa-5.8.11-trienoic acid; (5Z,8Z,11Z)-14,15-Epoxyicosa-5.8.11-trienoic acid/8,9-EET; (5Z,11Z,14Z)-8,9-Epoxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Epoxyicosa-5,11,14-trienoic acid/5,6-EET; (8Z,11Z,14Z)-5,6-Epoxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Epoxyicosa-8,11,14-trienoic acid$linoleic acid (all cis C18:2) n-6$arachidonic acid$Sphinganine 1-phosphate
Keratan sulfate degradation	2	7	0.19989916813713132	E1175,E1174	C01074/C00645/C00140,C01074/C00645/C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Vitamin B3 (nicotinate and nicotinamide) metabolism	3	12	0.20031930089908412	E355,E495,E613	C05840,C00217/C00025/C05938,C00049/C00402	Iminoaspartate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$L-Aspartate/D-Aspartate
Leukotriene metabolism	8	39	0.2140996554911352	E765,E1687,E999,E1567,E885,E759,E1783,E573	C05356/C05966/C05965/C14813/C04849/C14781,CE2567,,,,,,C00219	5-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoate/15(S)-HPETE; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoic acid; 15-Hydroperoxyeicosatetraenoate; 15-Hydroperoxyicosatetraenoate; 15-Hydroperoxyeicosatetraenoic acid; 15-Hydroperoxyicosatetraenoic acid; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoate/12(S)-HPETE; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoate; 12-Hydroperoxyeicosatetraenoate; 12-Hydroperoxyicosatetraenoate; 12-Hydroperoxyeicosatetraenoic acid; 12-Hydroperoxyicosatetraenoic acid/11H-14,15-EETA; 11-Hydroxy-14,15-EETA; 11-Hydroxy-14,15-epoxyeicosatrienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyicosa-5,8,12-trienoic acid/(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoic acid; (5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoate; Hepoxilin A3/15H-11,12-EETA; 15-Hydroxy-11,12-epoxyeicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyeicosa-5,8,13-trienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyicosa-5,8,13-trienoic acid$5(S),6(S)-epoxy-15(S)-hydroxy-7E,9E,11Z,13E-eicosatetraenoic acid anion$$$$$$arachidonic acid
Alanine and Aspartate Metabolism	3	13	0.22737585076884295	E495,E613,E347	C00217/C00025/C05938,C00049/C00402,C02642/C00152	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$L-Aspartate/D-Aspartate$N-Carbamoyl-beta-alanine/L-Asparagine
Ubiquinone Biosynthesis	3	13	0.22737585076884295	E856,E1626,E679	C05350/C01179,,C02763/C00166	2-Hydroxy-3-(4-hydroxyphenyl)propenoate; 4-Hydroxy-enol-phenylpyruvate/3-(4-Hydroxyphenyl)pyruvate$$enol-Phenylpyruvate/Phenylpyruvate
